IDREG,INFORMAL_GROUP,ADDITIONAL_GROUP,CONCEPT,NAME,NAME_ENGLISH,RANK,OLD_BRC_CODE
13152,"alga","green alga","Alg_2329","Chaetomorpha linum",,"Species","0711  3003"
13153,"alga","green alga","Alg_1252","Chaetomorpha litorea",,"Species","0711  3004"
13155,"alga","green alga","Alg_1253","Chaetomorpha melagonium",,"Species","0711  3005"
13166,"alga","green alga","Alg_1254","Chaetophoraceae",,"Family","071150"
13167,"alga",,"Alg_1255","Chaetophorales",,"Order","0711 130"
113843,"alga","brown alga","Alg_6604","Chaetopteris",,"Genus",
13199,"alga","green alga","Alg_1256","Chaetosiphonaceae",,"Family","0711160"
13309,"alga","red alga","Alg_1257","Champia",,"Genus","0714 10100"
13310,"alga","red alga","Alg_1258","Champia parvula",,"Species","0714 10101"
13311,"alga","red alga","Alg_1259","Champiaceae",,"Family","0714400"
113844,"alga","red alga","Alg_6605","Chantransia",,"Genus",
13382,"alga","green alga","Alg_1260","Characiaceae",,"Family","071110"
13383,"alga","green alga","Alg_1261","Characium",,"Genus","0711   100"
13384,"alga","green alga","Alg_1262","Characium marinum",,"Species","0711   101"
13762,"alga","brown alga","Alg_1263","Chilionema",,"Genus","0712  1900"
13764,"alga","brown alga","Alg_1264","Chilionema hispanicum",,"Species","0712  1901"
13766,"alga","brown alga","Alg_1265","Chilionema ocellatum",,"Species","0712  1902"
113845,"alga","green alga","Alg_6606","Chloroccum",,"Genus",
13913,"alga","green alga","Alg_2424","Chloroccum submarinum",,"Species","0711   201"
13918,"alga","green alga","Alg_1266","Chlorochytrium",,"Genus","0711   400"
13919,"alga","green alga","Alg_1267","Chlorochytrium cohnii",,"Species","0711   401"
13920,"alga","green alga","Alg_1268","Chlorochytrium dermatocolax",,"Species","0711   402"
13921,"alga","green alga","Alg_1269","Chlorochytrium facciolaae",,"Species","0711   403"
13944,"alga","green alga","Alg_1270","Chlorococcaceae",,"Family","071120"
13945,"alga",,"Alg_1271","Chlorococcales",,"Order","0711 110"
13946,"alga","green alga","Alg_1272","Chlorococcum",,"Genus","0711   200"
13947,"alga","green alga","Alg_1273","Chlorocystidaceae",,"Family","0711200"
13948,"alga",,"Alg_1274","Chlorocystidales",,"Order","0711 200"
13976,"alga",,"Alg_1275","Chlorophyceae",,"Class","0711 1"
13977,"alga",,"Alg_1276","Chlorophyta",,"Phylum","0711"
14035,"alga","red alga","Alg_1277","Chondracanthus",,"Genus","0714  7400"
14036,"alga","red alga","Alg_1278","Chondracanthus acicularis",,"Species","0714  7401"
14037,"alga","red alga","Alg_1279","Chondracanthus teedei",,"Species","0714  7402"
14038,"alga","red alga","Alg_1280","Chondria",,"Genus","0714 15200"
14039,"alga","red alga","Alg_1281","Chondria capillaris",,"Species","0714 15201"
14040,"alga","red alga","Alg_1282","Chondria coerulescens",,"Species","0714 15203"
14041,"alga","red alga","Alg_1283","Chondria dasyphylla",,"Species","0714 15204"
14052,"alga","red alga","Alg_1284","Chondrus",,"Genus","0714  7500"
14053,"alga","red alga","Alg_1285","Chondrus crispus","Carrageen","Species","0714  7501"
14061,"alga","brown alga","Alg_1286","Chorda",,"Genus","0712  8500"
14062,"alga","brown alga","Alg_1287","Chorda filum",,"Species","0712  8501"
14064,"alga","brown alga","Alg_1288","Chordaceae",,"Family","0712150"
14065,"alga","brown alga","Alg_1289","Chordaria",,"Genus","0712  2000"
14067,"alga","brown alga","Alg_1290","Chordaria flagelliformis",,"Species","0712  2001"
14068,"alga","brown alga","Alg_1291","Chordariaceae",,"Family","071250"
14211,"alga","red alga","Alg_1292","Choreocolacaceae",,"Family","0714240"
14212,"alga","red alga","Alg_1293","Choreocolax",,"Genus","0714  6200"
14213,"alga","red alga","Alg_1294","Choreocolax polysiphoniae",,"Species","0714  6201"
14214,"alga","red alga","Alg_1295","Choreonema",,"Genus","0714  4400"
14215,"alga","red alga","Alg_1296","Choreonema thuretii",,"Species","0714  4401"
14216,"alga",,"Alg_2425","Choreonematoideae",,"Subfamily","0714200.2"
14245,"alga","brown alga","Alg_1297","Choristocarpaceae",,"Family","0712230"
14246,"alga","brown alga","Alg_1298","Choristocarpus",,"Genus","0712  9900"
14247,"alga","brown alga","Alg_1299","Choristocarpus tenellus",,"Species","0712  9901"
14295,"alga","red alga","Alg_1300","Chroodactylon",,"Genus","0714   400"
14296,"alga","red alga","Alg_1301","Chroodactylon ornatum",,"Species","0714   401"
113846,"alga","red alga","Alg_6607","Chrysymenia",,"Genus",
14677,"alga","red alga","Alg_1302","Chylocladia",,"Genus","0714 10200"
14683,"alga","red alga","Alg_1303","Chylocladia verticillata",,"Species","0714 10201"
14694,"alga","dinoflagellate","Alg_2426","Chytrodiniaceae",,"Family","0210310"
14695,"alga","dinoflagellate","Alg_2427","Chytrodiniales",,"Order","0210 210"
15193,"alga","green alga","Alg_1304","Cladophora",,"Genus","0711  3100"
15194,"alga","green alga","Alg_1305","Cladophora aegagropila",,"Species","0711  3101"
15195,"alga","green alga","Alg_1306","Cladophora albida",,"Species","0711  3102"
15198,"alga","green alga","Alg_1307","Cladophora battersii",,"Species","0711  3103"
15201,"alga","green alga","Alg_1308","Cladophora coelothrix",,"Species","0711  3104"
15203,"alga","green alga","Alg_1309","Cladophora dalmatica",,"Species","0711  3105"
15206,"alga","green alga","Alg_1310","Cladophora flexuosa",,"Species","0711  3106"
15208,"alga","green alga","Alg_1311","Cladophora globulina",,"Species","0711  3107"
15211,"alga","green alga","Alg_1312","Cladophora hutchinsiae",,"Species","0711  3108"
15212,"alga","green alga","Alg_1313","Cladophora laetevirens",,"Species","0711  3109"
15214,"alga","green alga","Alg_1314","Cladophora lehmanniana",,"Species","0711  3110"
15215,"alga","green alga","Alg_1315","Cladophora liniformis",,"Species","0711  3111"
15220,"alga","green alga","Alg_1316","Cladophora pellucida",,"Species","0711  3112"
15221,"alga","green alga","Alg_1317","Cladophora prolifera",,"Species","0711  3113"
15223,"alga","green alga","Alg_1318","Cladophora pygmaea",,"Species","0711  3114"
15226,"alga","green alga","Alg_1319","Cladophora retroflexa",,"Species","0711  3115"
15228,"alga","green alga","Alg_1320","Cladophora rupestris",,"Species","0711  3116"
15229,"alga","green alga","Alg_1321","Cladophora sericea",,"Species","0711  3117"
15234,"alga","green alga","Alg_1322","Cladophora vagabunda",,"Species","0711  3118"
15235,"alga","green alga","Alg_1323","Cladophoraceae",,"Family","0711130"
15236,"alga",,"Alg_1324","Cladophorales",,"Order","0711 180"
15240,"alga","dinoflagellate","Alg_1325","Cladopyxidaceae",,"Family","0210150"
15241,"alga","dinoflagellate","Alg_2428","Cladopyxis",,"Genus","0210   900"
15242,"alga","dinoflagellate","Alg_2429","Cladopyxis ? setifera",,"Species","0210   902"
15243,"alga","dinoflagellate","Alg_2430","Cladopyxis claytonii",,"Species","0210   901"
15244,"alga","brown alga","Alg_1326","Cladosiphon",,"Genus","0712  2100"
15245,"alga","brown alga","Alg_1327","Cladosiphon contortus",,"Species","0712  2101"
15246,"alga","brown alga","Alg_1328","Cladosiphon zosterae",,"Species","0712  2102"
15250,"alga","brown alga","Alg_1329","Cladostephus",,"Genus","0712   100"
15251,"alga","brown alga","Alg_1330","Cladostephus spongiosus",,"Species","0712   101"
15252,"alga","brown alga","Alg_1331","Cladostephus spongiosus f. verticillatus",,"Form","0712   101.1"
15670,"alga","dinoflagellate","Alg_2431","Coccidinales",,"Order","0210 220"
15717,"alga","red alga","Alg_1332","Coccotylus",,"Genus","0714  9000"
15718,"alga","red alga","Alg_1333","Coccotylus truncatus",,"Species","0714  9001"
15765,"alga","dinoflagellate","Alg_1334","Cochlodinium",,"Genus","0210  1000"
15766,"alga","dinoflagellate","Alg_2432","Cochlodinium achromaticum",,"Species","0210  1001"
15767,"alga","dinoflagellate","Alg_2433","Cochlodinium archimedes",,"Species","0210  1002"
15768,"alga","dinoflagellate","Alg_1335","Cochlodinium brandtii",,"Species","0210  1003"
15769,"alga","dinoflagellate","Alg_2434","Cochlodinium helicoides",,"Species","0210  1004"
15770,"alga","dinoflagellate","Alg_2435","Cochlodinium helix",,"Species","0210  1005"
15771,"alga","dinoflagellate","Alg_1336","Cochlodinium pulchellum",,"Species","0210  1006"
15772,"alga","dinoflagellate","Alg_1337","Cochlodinium pupa",,"Species","0210  1007"
15773,"alga","dinoflagellate","Alg_2436","Cochlodinium schuetti",,"Species","0210  1008"
15774,"alga","dinoflagellate","Alg_1338","Cochlodinium vinctum",,"Species","0210  1009"
15801,"alga","green alga","Alg_1339","Codiaceae",,"Family","0711170"
113847,"alga","green alga","Alg_6608","Codiolum",,"Genus",
15807,"alga","green alga","Alg_1340","Codium",,"Genus","0711  3600"
15808,"alga","green alga","Alg_1341","Codium adhaerens",,"Species","0711  3601"
15809,"alga","green alga","Alg_1342","Codium bursa",,"Species","0711  3602"
15810,"alga","green alga","Alg_1343","Codium fragile",,"Species","0711  3603"
15811,"alga","green alga","Alg_1344","Codium fragile subsp. atlanticum",,"Subspecies","0711  3603.1"
15812,"alga","green alga","Alg_1345","Codium fragile subsp. tomentosoides","Green sea-fingers","Subspecies","0711  3603.2"
15813,"alga","green alga","Alg_1346","Codium tomentosum",,"Species","0711  3604"
15814,"alga","green alga","Alg_1347","Codium vermilara",,"Species","0711  3605"
16017,"alga","red alga","Alg_1348","Colacodictyon",,"Genus","0714   500"
16018,"alga","red alga","Alg_1349","Colacodictyon reticulatum",,"Species","0714   501"
113848,"alga","red alga","Alg_6609","Colacolepis",,"Genus",
16020,"alga","red alga","Alg_1350","Colaconema",,"Genus","0714  1550"
16021,"alga","red alga","Alg_1351","Colaconema asparagopsis",,"Species","0714  1502"
16022,"alga","red alga","Alg_1352","Colaconema bonnemaisoniae",,"Species","0714  1504"
16023,"alga","red alga","Alg_1353","Colaconema caespitosum",,"Species","0714  1506"
16024,"alga","red alga","Alg_1354","Colaconema daviesii",,"Species","0714  1509"
16025,"alga","red alga","Alg_1355","Colaconema endophyticum",,"Species","0714  1511"
16027,"alga","red alga","Alg_1356","Colaconemataceae",,"Family","071465"
16028,"alga",,"Alg_1357","Colaconematales",,"Order","0714 155"
16403,"alga","brown alga","Alg_1358","Colpomenia",,"Genus","0712  6500"
16404,"alga","brown alga","Alg_1359","Colpomenia peregrina","Oyster thief","Species","0712  6501"
16484,"alga","brown alga","Alg_1360","Compsonema",,"Genus","0712  6600"
16485,"alga","brown alga","Alg_1361","Compsonema microspongium",,"Species","0712  6601"
16486,"alga","brown alga","Alg_1362","Compsonema minutum",,"Species","0712  6602"
16487,"alga","brown alga","Alg_1363","Compsonema saxicolum",,"Species","0712  6603"
16488,"alga",,"Alg_2437","Compsothamnieae",,"Tribe","0714430.41"
16489,"alga",,"Alg_2438","Compsothamnioideae",,"Subfamily","0714430.4"
16490,"alga","red alga","Alg_1364","Compsothamnion",,"Genus","0714 12600"
16491,"alga","red alga","Alg_1365","Compsothamnion decompositum",,"Species","0714 12601"
16492,"alga","red alga","Alg_1366","Compsothamnion gracillimum",,"Species","0714 12602"
16493,"alga","red alga","Alg_1367","Compsothamnion thuyoides",,"Species","0714 12603"
113849,"alga","red alga","Alg_6610","Conferva",,"Genus",
16801,"alga","dinoflagellate","Alg_1368","Coolia",,"Genus","0210  1100"
16802,"alga","dinoflagellate","Alg_1369","Coolia monotis",,"Species","0210  1101"
16882,"alga","red alga","Alg_1370","Corallina",,"Genus","0714  4500"
16883,"alga","red alga","Alg_1371","Corallina elongata",,"Species","0714  4501"
16885,"alga","red alga","Alg_1372","Corallina officinalis",,"Species","0714  4502"
16888,"alga","red alga","Alg_1373","Corallinaceae",,"Family","0714200"
16889,"alga",,"Alg_1374","Corallinales",,"Order","0714 240"
16890,"alga",,"Alg_2439","Corallineae",,"Tribe","0714200.31"
16891,"alga",,"Alg_2440","Corallinoideae",,"Subfamily","0714200.3"
16953,"alga","red alga","Alg_1375","Cordylecladia",,"Genus","0714 10500"
16954,"alga","red alga","Alg_1376","Cordylecladia erecta",,"Species","0714 10501"
17207,"alga","brown alga","Alg_1377","Corynophlaea",,"Genus","0712  2200"
17208,"alga","brown alga","Alg_1378","Corynophlaea crispa",,"Species","0712  2201"
115059,"alga","brown alga","Alg_6661","Corynophlaea umbellata",,"Species",
113850,"alga","red alga","Alg_6611","Corynospora",,"Genus",
17909,"alga","red alga","Alg_1379","Crouania",,"Genus","0714 11600"
17910,"alga","red alga","Alg_1380","Crouania attenuata",,"Species","0714 11601"
17911,"alga",,"Alg_2441","Crouanieae",,"Tribe","0714430.24"
17933,"alga","red alga","Alg_1381","Cruoria",,"Genus","0714  6400"
17935,"alga","red alga","Alg_1382","Cruoria cruoriaeformis",,"Species","0714  6401"
17936,"alga","red alga","Alg_1383","Cruoria pellita",,"Species","0714  6402"
17938,"alga","red alga","Alg_1384","Cruoriaceae",,"Family","0714250"
113851,"alga","red alga","Alg_6612","Cruoriella",,"Genus",
113852,"alga","red alga","Alg_6613","Cruoriopsis",,"Genus",
17999,"alga","dinoflagellate","Alg_1385","Crypthecodiniaceae",,"Family","0210160"
18000,"alga","dinoflagellate","Alg_1386","Crypthecodinium",,"Genus","0210  1200"
18001,"alga","dinoflagellate","Alg_2442","Crypthecodinium cohnii",,"Species","0210  1201"
18105,"alga","red alga","Alg_1387","Cryptonemia",,"Genus","0714  3800"
18106,"alga","red alga","Alg_1388","Cryptonemia hibernica",,"Species","0714  3801"
18107,"alga","red alga","Alg_1389","Cryptonemia seminervis",,"Species","0714  3802"
18108,"alga",,"Alg_2443","Cryptonemiales",,"Order","0714 220"
18179,"alga","red alga","Alg_1390","Cryptopleura",,"Genus","0714 14100"
18180,"alga","red alga","Alg_1391","Cryptopleura ramosa",,"Species","0714 14101"
18181,"alga",,"Alg_2444","Cryptopleureae",,"Tribe","0714430.71"
18599,"alga","brown alga","Alg_1392","Cutleria",,"Genus","0712  7500"
18600,"alga","brown alga","Alg_1393","Cutleria multifida",,"Species","0712  7501"
18601,"alga","brown alga","Alg_1394","Cutleriaceae",,"Family","071290"
18602,"alga",,"Alg_1395","Cutleriales",,"Order","0712 150"
18742,"alga","brown alga","Alg_1396","Cylindrocarpus",,"Genus","0712  2300"
18744,"alga","brown alga","Alg_1397","Cylindrocarpus microscopicus",,"Species","0712  2301"
18813,"alga","dinoflagellate","Alg_2445","Cymbodinium",,"Genus","0210  6400"
18814,"alga","dinoflagellate","Alg_2446","Cymbodinium elegans",,"Species","0210  6401"
18996,"alga","red alga","Alg_1398","Cystocloniaceae",,"Family","0714260"
18997,"alga","red alga","Alg_1399","Cystoclonium",,"Genus","0714  6600"
18999,"alga","red alga","Alg_1400","Cystoclonium purpureum",,"Species","0714  6601"
19013,"alga","brown alga","Alg_1401","Cystoseira",,"Genus","0712  9000"
19014,"alga","brown alga","Alg_1402","Cystoseira baccata",,"Species","0712  9001"
19017,"alga","brown alga","Alg_1403","Cystoseira foeniculacea",,"Species","0712  9002"
19019,"alga","brown alga","Alg_1404","Cystoseira humilis",,"Species","0712  9003"
19020,"alga","brown alga","Alg_1405","Cystoseira humilis var. myriophylloides",,"Variety","0712  9003.1"
19022,"alga","brown alga","Alg_1406","Cystoseira nodicaulis",,"Species","0712  9004"
19023,"alga","brown alga","Alg_1407","Cystoseira tamariscifolia",,"Species","0712  9005"
19024,"alga","brown alga","Alg_1408","Cystoseiraceae",,"Family","0712190"
19555,"alga","red alga","Alg_1409","Dasya",,"Genus","0714 13100"
19557,"alga","red alga","Alg_1410","Dasya corymbifera",,"Species","0714 13101"
19558,"alga","red alga","Alg_1411","Dasya hutchinsiae",,"Species","0714 13102"
19559,"alga","red alga","Alg_1412","Dasya ocellata",,"Species","0714 13103"
19560,"alga","red alga","Alg_1413","Dasya punicea",,"Species","0714 13104"
19561,"alga","red alga","Alg_1414","Dasyaceae",,"Family","0714440"
19800,"alga","red alga","Alg_1415","Delesseria",,"Genus","0714 13500"
19804,"alga","red alga","Alg_1416","Delesseria sanguinea",,"Species","0714 13501"
19806,"alga","red alga","Alg_1417","Delesseriaceae",,"Family","0714450"
19807,"alga",,"Alg_2447","Delesserieae",,"Tribe","0714430.52"
19808,"alga",,"Alg_2448","Delesserioideae",,"Subfamily","0714450.1"
20067,"alga","green alga","Alg_1418","Derbesia",,"Genus","0711  3700"
20068,"alga","green alga","Alg_1419","Derbesia marina",,"Species","0711  3701"
20069,"alga","green alga","Alg_1420","Derbesia tenuissima",,"Species","0711  3702"
20070,"alga","green alga","Alg_1421","Derbesiaceae",,"Family","0711180"
113853,"alga","red alga","Alg_6614","Dermatolithon",,"Genus",
20115,"alga","red alga","Alg_1422","Dermocorynus",,"Genus","0714  3900"
20116,"alga","red alga","Alg_1423","Dermocorynus montagnei",,"Species","0714  3901"
20174,"alga","brown alga","Alg_1424","Desmarestia",,"Genus","0712  8200"
20175,"alga","brown alga","Alg_1425","Desmarestia aculeata",,"Species","0712  8201"
20176,"alga","brown alga","Alg_1426","Desmarestia dresnayi",,"Species","0712  8202"
20177,"alga","brown alga","Alg_1427","Desmarestia ligulata",,"Species","0712  8203"
20178,"alga","brown alga","Alg_1428","Desmarestia viridis",,"Species","0712  8204"
20179,"alga","brown alga","Alg_1429","Desmarestiaceae",,"Family","0712130"
20180,"alga",,"Alg_1430","Desmarestiales",,"Order","0712 180"
113854,"alga","brown alga","Alg_6615","Desmotrichum",,"Genus",
20667,"alga","brown alga","Alg_1431","Dichosporangium",,"Genus","0712  2400"
20668,"alga","brown alga","Alg_1432","Dichosporangium chordariae",,"Species","0712  2401"
20873,"alga","brown alga","Alg_1433","Dictyopteris",,"Genus","0712   700"
20875,"alga","brown alga","Alg_1434","Dictyopteris polypodioides",,"Species","0712   701"
20876,"alga","brown alga","Alg_1435","Dictyosiphon",,"Genus","0712  2500"
20877,"alga","brown alga","Alg_1436","Dictyosiphon chordarius",,"Species","0712  2501"
20878,"alga","brown alga","Alg_2449","Dictyosiphon ekmani",,"Species","0712  2502"
20879,"alga","brown alga","Alg_1437","Dictyosiphon foeniculaceus",,"Species","0712  2503"
20897,"alga","brown alga","Alg_1438","Dictyota",,"Genus","0712   600"
20898,"alga","brown alga","Alg_1439","Dictyota dichotoma",,"Species","0712   601"
20900,"alga","brown alga","Alg_1440","Dictyota spiralis",,"Species","0712   602"
20901,"alga","brown alga","Alg_1441","Dictyotaceae",,"Family","071230"
20902,"alga",,"Alg_1442","Dictyotales",,"Order","0712 120"
20903,"alga",,"Alg_2450","Dictyoteae",,"Tribe","071230.1"
