"key"	"dataValue"	"taxonId"	"origTaxonId"	"preferredQualifiedTaxonName"	"preferredTaxon"	"preferredTaxonQualifier"	"origTaxon"	"origQualifier"	"notes"	"referenceSummary"	"reference entity id"
"Penstemon Schmidel"	"0920009562"	"2cd4p9h.ecg"	"2cd4p9h.ecg"	"Penstemon Schmidel"	"Penstemon"		"Penstemon"				
"Rubus couchii Rilstone ex D.E.Allen"	"0920009747"	"2cd4p9h.ecm"	"2cd4p9h.ecm"	"Rubus couchii Rilstone ex D.E.Allen"	"Rubus couchii"		"Rubus couchii"				
"Salix cinerea x myrsinifolia x phylicifolia"	"0920009763"	"2cd4p9h.ecp"	"2cd4p9h.ecp"	"Salix cinerea x myrsinifolia x phylicifolia"	"Salix cinerea x myrsinifolia x phylicifolia"		"Salix cinerea x myrsinifolia x phylicifolia"				
"Ornithogalum umbellatum L."	"0920009768"	"2cd4p9h.ed0"	"2cd4p9h.ed0"	"Ornithogalum umbellatum L."	"Ornithogalum umbellatum"		"Ornithogalum umbellatum"				
"Rumex crispus x obtusifolius x patientia"	"0920009928"	"2cd4p9h.ed6"	"2cd4p9h.ed6"	"Rumex crispus x obtusifolius x patientia"	"Rumex crispus x obtusifolius x patientia"		"Rumex crispus x obtusifolius x patientia"				
"Rubus vindomensis D.E.Allen"	"0920009958"	"2cd4p9h.edc"	"2cd4p9h.edc"	"Rubus vindomensis D.E.Allen"	"Rubus vindomensis"		"Rubus vindomensis"				
"Rhaphiolepis indica x umbellata = R. x delacourii"	"0920009961"	"2cd4p9h.edv"	"2cd4p9h.edv"	"Rhaphiolepis indica x umbellata = R. x delacourii"	"Rhaphiolepis indica x umbellata = R. x delacourii"		"Rhaphiolepis indica x umbellata = R. x delacourii"				
"Raphiolepis indica x umbellata = R. x delacourii"	"0920004160"	"2cd4p9h.edv"	"2cd4p9h.agytsg"	"Rhaphiolepis indica x umbellata = R. x delacourii"	"Rhaphiolepis indica x umbellata = R. x delacourii"		"Raphiolepis indica x umbellata = R. x delacourii"				
"Hieracium oxybeles P.D.Sell"	"0920009968"	"2cd4p9h.edx"	"2cd4p9h.edx"	"Hieracium oxybeles P.D.Sell"	"Hieracium oxybeles"		"Hieracium oxybeles"				
"Ribes divaricatum Douglas"	"0920009975"	"2cd4p9h.edy"	"2cd4p9h.edy"	"Ribes divaricatum Douglas"	"Ribes divaricatum"		"Ribes divaricatum"				
"Aptenia cordifolia (L.f.) Schwantes"	"0920002384"	"2cd4p9h.edz"	"2cd4p9h.edz"	"Aptenia cordifolia (L.f.) Schwantes"	"Aptenia cordifolia"		"Aptenia cordifolia"				
"Amaranthus deflexus L."	"0920004419"	"2cd4p9h.ee2"	"2cd4p9h.ee2"	"Amaranthus deflexus L."	"Amaranthus deflexus"		"Amaranthus deflexus"				
"Aquilegia pyrenaica DC."	"0920000140"	"2cd4p9h.eeb"	"2cd4p9h.eeb"	"Aquilegia pyrenaica DC."	"Aquilegia pyrenaica"		"Aquilegia pyrenaica"				
"Polypogon viridis (Gouan) Breistr."	"0920000037"	"2cd4p9h.eee"	"2cd4p9h.eee"	"Polypogon viridis (Gouan) Breistr."	"Polypogon viridis"		"Polypogon viridis"				
"Agrostis semiverticillata (Forssk.) C.Chr."	"0920000037"	"2cd4p9h.eee"	"2cd4p9h.7mxzh9"	"Polypogon viridis (Gouan) Breistr."	"Polypogon viridis"		"Agrostis semiverticillata"				
"Polypogon semiverticillatus (Forssk.) Hyl."	"0920000037"	"2cd4p9h.eee"	"2cd4p9h.7mm4cf"	"Polypogon viridis (Gouan) Breistr."	"Polypogon viridis"		"Polypogon semiverticillatus"				
"Viola odorata var. dumetorum (Jord.) Boreau"	"0920002214.1"	"2cd4p9h.eet"	"2cd4p9h.eet"	"Viola odorata var. dumetorum (Jord.) Boreau"	"Viola odorata var. dumetorum"		"Viola odorata var. dumetorum"				
"Rumex patientia L. subsp. patientia"	"0920001750.2"	"2cd4p9h.ef7"	"2cd4p9h.ef7"	"Rumex patientia L. subsp. patientia"	"Rumex patientia subsp. patientia"		"Rumex patientia subsp. patientia"				
"Hieracium pilosella subsp. melanops Peter"	"0920000976.2"	"2cd4p9h.efa"	"2cd4p9h.7mm73n"	"Pilosella officinarum subsp. melanops (Peter) P.D.Sell & C.West"	"Pilosella officinarum subsp. melanops"		"Hieracium pilosella subsp. melanops"				
"Pilosella officinarum subsp. melanops (Peter) P.D.Sell & C.West"	"0920000976.2"	"2cd4p9h.efa"	"2cd4p9h.efa"	"Pilosella officinarum subsp. melanops (Peter) P.D.Sell & C.West"	"Pilosella officinarum subsp. melanops"		"Pilosella officinarum subsp. melanops"				
"Portulaca oleracea L."	"0920001556"	"2cd4p9h.efg"	"2cd4p9h.efg"	"Portulaca oleracea L."	"Portulaca oleracea"		"Portulaca oleracea"				
"Potentilla inclinata Vill."	"0920001586"	"2cd4p9h.efw"	"2cd4p9h.efw"	"Potentilla inclinata Vill."	"Potentilla inclinata"		"Potentilla inclinata"				
"Rubus conspersus W.C.R.Watson"	"0920003379"	"2cd4p9h.efm"	"2cd4p9h.efm"	"Rubus conspersus W.C.R.Watson"	"Rubus conspersus"		"Rubus conspersus"				
"Cotoneaster mairei H.Lév."	"0920003382"	"2cd4p9h.efp"	"2cd4p9h.efp"	"Cotoneaster mairei H.Lév."	"Cotoneaster mairei"		"Cotoneaster mairei"				
"Iris spuria L."	"0920001039"	"2cd4p9h.efs"	"2cd4p9h.efs"	"Iris spuria L."	"Iris spuria"		"Iris spuria"				
"Epilobium lanceolatum x tetragonum = E. x fallacinum Hausskn."	"0920007293"	"2cd4p9h.eg0"	"2cd4p9h.eg0"	"Epilobium lanceolatum x tetragonum = E. x fallacinum Hausskn."	"Epilobium lanceolatum x tetragonum = E. x fallacinum"		"Epilobium lanceolatum x tetragonum = E. x fallacinum"				
"Epilobium x ambigens Hausskn."	"0920007293"	"2cd4p9h.eg0"	"2cd4p9h.7mm1mk"	"Epilobium lanceolatum x tetragonum = E. x fallacinum Hausskn."	"Epilobium lanceolatum x tetragonum = E. x fallacinum"		"Epilobium x ambigens"				
"Hypericum pulchrum L. f. pulchrum"	"0920001015.1"	"2cd4p9h.eg3"	"2cd4p9h.eg3"	"Hypericum pulchrum L. f. pulchrum"	"Hypericum pulchrum f. pulchrum"		"Hypericum pulchrum f. pulchrum"				
"Lysimachia ciliata L."	"0920001220"	"2cd4p9h.eg6"	"2cd4p9h.eg6"	"Lysimachia ciliata L."	"Lysimachia ciliata"		"Lysimachia ciliata"				
"Lapsana communis subsp. adenophora"	"0920001104.3"	"2cd4p9h.egy"	"2cd4p9h.egy"	"Lapsana communis subsp. adenophora"	"Lapsana communis subsp. adenophora"		"Lapsana communis subsp. adenophora"				
"Egeria densa Planch."	"0920002551"	"2cd4p9h.egz"	"2cd4p9h.egz"	"Egeria densa Planch."	"Egeria densa"		"Egeria densa"				
"Erica carnea x erigena = E. x darleyensis Bean"	"0920007298"	"2cd4p9h.eh8"	"2cd4p9h.eh8"	"Erica carnea x erigena = E. x darleyensis Bean"	"Erica carnea x erigena = E. x darleyensis"		"Erica carnea x erigena = E. x darleyensis"				
"Iris foetidissima var. citrina Bromf."	"0920001036.1"	"2cd4p9h.ehe"	"2cd4p9h.ehe"	"Iris foetidissima var. citrina Bromf."	"Iris foetidissima var. citrina"		"Iris foetidissima var. citrina"				
"Dentaria L."	"Vas_23487"	"2cd4p9h.ehh"	"2cd4p9h.3hkw04"	"Cardamine L."	"Cardamine"		"Dentaria"				
"Cardamine L."	"0920004771"	"2cd4p9h.ehh"	"2cd4p9h.ehh"	"Cardamine L."	"Cardamine"		"Cardamine"				
"Cicuta L."	"0920004805"	"2cd4p9h.ehk"	"2cd4p9h.ehk"	"Cicuta L."	"Cicuta"		"Cicuta"				
"Betula maximowicziana Regel"	"0920005664"	"2cd4p9h.ehn"	"2cd4p9h.ehn"	"Betula maximowicziana Regel"	"Betula maximowicziana"		"Betula maximowicziana"				
"Carex depauperata Curtis ex With."	"0920000362"	"2cd4p9h.ehq"	"2cd4p9h.ehq"	"Carex depauperata Curtis ex With."	"Carex depauperata"		"Carex depauperata"				
"Aster L. s.s."	"0920000201"	"2cd4p9h.eht"	"2cd4p9h.eht"	"Aster L. s.s."	"Aster"	"s.s."	"Aster"	"s.s."			
"Aster L. s.s."	"0920009591"	"2cd4p9h.eht"	"2cd4p9h.eht"	"Aster L. s.s."	"Aster"	"s.s."	"Aster"	"s.s."			
"Aster L. s.s."	"Vas_22041"	"2cd4p9h.eht"	"2cd4p9h.eht"	"Aster L. s.s."	"Aster"	"s.s."	"Aster"	"s.s."			
"Gleditsia L."	"0920009594"	"2cd4p9h.ev1"	"2cd4p9h.ev1"	"Gleditsia L."	"Gleditsia"		"Gleditsia"				
"Eucalyptus stellulata DC."	"0920009688"	"2cd4p9h.ev4"	"2cd4p9h.ev4"	"Eucalyptus stellulata DC."	"Eucalyptus stellulata"		"Eucalyptus stellulata"				
"Cirsium arvense var. setosum"	"0920000515.2"	"2cd4p9h.ev7"	"2cd4p9h.ev7"	"Cirsium arvense var. setosum"	"Cirsium arvense var. setosum"		"Cirsium arvense var. setosum"				
"Lolium remotum Schrank"	"0920001184"	"2cd4p9h.eva"	"2cd4p9h.eva"	"Lolium remotum Schrank"	"Lolium remotum"		"Lolium remotum"				
"Convolvulus arvensis L. var. arvensis"	"0920000544.1"	"2cd4p9h.evg"	"2cd4p9h.evg"	"Convolvulus arvensis L. var. arvensis"	"Convolvulus arvensis var. arvensis"		"Convolvulus arvensis var. arvensis"				
"Trifolium fragiferum L. subsp. fragiferum"	"0920002083.2"	"2cd4p9h.evm"	"2cd4p9h.evm"	"Trifolium fragiferum L. subsp. fragiferum"	"Trifolium fragiferum subsp. fragiferum"		"Trifolium fragiferum subsp. fragiferum"				
"Urtica dioica L. subsp. dioica"	"0920002126.1"	"2cd4p9h.evp"	"2cd4p9h.evp"	"Urtica dioica L. subsp. dioica"	"Urtica dioica subsp. dioica"		"Urtica dioica subsp. dioica"				
"Sonchus asper subsp. glaucescens (Jord.) Ball"	"0920001953.2"	"2cd4p9h.evs"	"2cd4p9h.evs"	"Sonchus asper subsp. glaucescens (Jord.) Ball"	"Sonchus asper subsp. glaucescens"		"Sonchus asper subsp. glaucescens"				
"Solanum villosum Mill. subsp. villosum"	"0920001948.1"	"2cd4p9h.ew3"	"2cd4p9h.ew3"	"Solanum villosum Mill. subsp. villosum"	"Solanum villosum subsp. villosum"		"Solanum villosum subsp. villosum"				
"Clematis montana Buch.-Ham. ex DC."	"0920000527"	"2cd4p9h.ew6"	"2cd4p9h.ew6"	"Clematis montana Buch.-Ham. ex DC."	"Clematis montana"		"Clematis montana"				
"Centaurea melitensis L."	"0920000443"	"2cd4p9h.ew9"	"2cd4p9h.ew9"	"Centaurea melitensis L."	"Centaurea melitensis"		"Centaurea melitensis"				
"Digitaria ischaemum (Schreb. ex Schweigg.) Muhl."	"0920000641"	"2cd4p9h.ewc"	"2cd4p9h.ewc"	"Digitaria ischaemum (Schreb. ex Schweigg.) Muhl."	"Digitaria ischaemum"		"Digitaria ischaemum"				
"Lotus corniculatus L. var. corniculatus"	"0920001191.1"	"2cd4p9h.ewv"	"2cd4p9h.ewv"	"Lotus corniculatus L. var. corniculatus"	"Lotus corniculatus var. corniculatus"		"Lotus corniculatus var. corniculatus"				
"Trisetum flavescens subsp. purpurascens (DC.) Arcang."	"0920002105.2"	"2cd4p9h.ewx"	"2cd4p9h.ewx"	"Trisetum flavescens subsp. purpurascens (DC.) Arcang."	"Trisetum flavescens subsp. purpurascens"		"Trisetum flavescens subsp. purpurascens"				
"Medicago lupulina var. glandulosa"	"0920001250.1"	"2cd4p9h.ewy"	"2cd4p9h.ewy"	"Medicago lupulina var. glandulosa"	"Medicago lupulina var. glandulosa"		"Medicago lupulina var. glandulosa"				
"Crepis capillaris var. agrestis (Waldst. & Kit.) Dalla Torre & Sarnth."	"0920000572.3"	"2cd4p9h.ewr"	"2cd4p9h.ewr"	"Crepis capillaris var. agrestis (Waldst. & Kit.) Dalla Torre & Sarnth."	"Crepis capillaris var. agrestis"		"Crepis capillaris var. agrestis"				
"Rubus braeuckeri sensu W.C.R.Watson, non G.Braun"	"0920003353"	"2cd4p9h.ewz"	"2cd4p9h.7mm4qh"	"Rubus brevistaminosus Edees & A.Newton"	"Rubus brevistaminosus"		"Rubus braeuckeri"				
"Rubus brevistaminosus Edees & A.Newton"	"0920003353"	"2cd4p9h.ewz"	"2cd4p9h.ewz"	"Rubus brevistaminosus Edees & A.Newton"	"Rubus brevistaminosus"		"Rubus brevistaminosus"				
"Calystegia silvatica subsp. disjuncta Brummitt"	"0920000313.3"	"2cd4p9h.ek5"	"2cd4p9h.ek5"	"Calystegia silvatica subsp. disjuncta Brummitt"	"Calystegia silvatica subsp. disjuncta"		"Calystegia silvatica subsp. disjuncta"				
"Fallopia convolvulus (L.) Á.Löve var. convolvulus"	"0920001527.1"	"2cd4p9h.ekb"	"2cd4p9h.ekb"	"Fallopia convolvulus (L.) Á.Löve var. convolvulus"	"Fallopia convolvulus var. convolvulus"		"Fallopia convolvulus var. convolvulus"				
"Rumex cuneifolius x obtusifolius = R. x cornubiensis Holyoak"	"0920003546"	"2cd4p9h.eke"	"2cd4p9h.eke"	"Rumex cuneifolius x obtusifolius = R. x cornubiensis Holyoak"	"Rumex cuneifolius x obtusifolius = R. x cornubiensis"		"Rumex cuneifolius x obtusifolius = R. x cornubiensis"				
"Rumex cuneifolius x obtusifolius = R. x cornubiensis Holyoak"	"Vas_23152"	"2cd4p9h.eke"	"2cd4p9h.eke"	"Rumex cuneifolius x obtusifolius = R. x cornubiensis Holyoak"	"Rumex cuneifolius x obtusifolius = R. x cornubiensis"		"Rumex cuneifolius x obtusifolius = R. x cornubiensis"				
"Geranium robertianum subsp. celticum Ostenf."	"0920000918.1"	"2cd4p9h.ekh"	"2cd4p9h.ekh"	"Geranium robertianum subsp. celticum Ostenf."	"Geranium robertianum subsp. celticum"		"Geranium robertianum subsp. celticum"				
"Petasites hybridus male"	"0920001447.1"	"2cd4p9h.ekn"	"2cd4p9h.ekn"	"Petasites hybridus male"	"Petasites hybridus"	"male"	"Petasites hybridus"	"male"			
"Fumaria bastardii x muralis"	"0920007366"	"2cd4p9h.ekq"	"2cd4p9h.ekq"	"Fumaria bastardii x muralis"	"Fumaria bastardii x muralis"		"Fumaria bastardii x muralis"				
"Galanthus nivalis x elwesii"	"0920007371"	"2cd4p9h.ekt"	"2cd4p9h.ekt"	"Galanthus nivalis x elwesii"	"Galanthus nivalis x elwesii"		"Galanthus nivalis x elwesii"				
"Anthemis altissima L."	"0920005689"	"2cd4p9h.ex1"	"2cd4p9h.ex1"	"Anthemis altissima L."	"Anthemis altissima"		"Anthemis altissima"				
"Acaena microphylla Hook.f."	"0920005704"	"2cd4p9h.ex4"	"2cd4p9h.ex4"	"Acaena microphylla Hook.f."	"Acaena microphylla"		"Acaena microphylla"				
"Achillea alpina L."	"0920005718"	"2cd4p9h.ex7"	"2cd4p9h.ex7"	"Achillea alpina L."	"Achillea alpina"		"Achillea alpina"				
"Acer japonicum Thunb."	"0920004134"	"2cd4p9h.exa"	"2cd4p9h.exa"	"Acer japonicum Thunb."	"Acer japonicum"		"Acer japonicum"				
"Bergenia crassifolia x ciliata = B. x schmidtii (Regel) Silva Tar."	"0920004137"	"2cd4p9h.exg"	"2cd4p9h.exg"	"Bergenia crassifolia x ciliata = B. x schmidtii (Regel) Silva Tar."	"Bergenia crassifolia x ciliata = B. x schmidtii"		"Bergenia crassifolia x ciliata = B. x schmidtii"				
"Camassia leichtlinii (Baker) S.Watson"	"0920004140"	"2cd4p9h.exw"	"2cd4p9h.exw"	"Camassia leichtlinii (Baker) S.Watson"	"Camassia leichtlinii"		"Camassia leichtlinii"				
"Clarkia quadrivulnera (Douglas) A.Nelson & J.Macbr."	"0920004144"	"2cd4p9h.exm"	"2cd4p9h.exm"	"Clarkia quadrivulnera (Douglas) A.Nelson & J.Macbr."	"Clarkia quadrivulnera"		"Clarkia quadrivulnera"				
"Fraxinus velutina Torr."	"0920004150"	"2cd4p9h.exp"	"2cd4p9h.exp"	"Fraxinus velutina Torr."	"Fraxinus velutina"		"Fraxinus velutina"				
"Fritillaria imperialis L."	"0920004151"	"2cd4p9h.em0"	"2cd4p9h.em0"	"Fritillaria imperialis L."	"Fritillaria imperialis"		"Fritillaria imperialis"				
"Smilax excelsa L."	"0920004164"	"2cd4p9h.emc"	"2cd4p9h.emc"	"Smilax excelsa L."	"Smilax excelsa"		"Smilax excelsa"				
"Viburnum betulifolium Batalin"	"0920004167"	"2cd4p9h.emf"	"2cd4p9h.emf"	"Viburnum betulifolium Batalin"	"Viburnum betulifolium"		"Viburnum betulifolium"				
"Myosotis ramosissima subsp. globularis (Samp.) Grau"	"0920001320.1"	"2cd4p9h.emv"	"2cd4p9h.emv"	"Myosotis ramosissima subsp. globularis (Samp.) Grau"	"Myosotis ramosissima subsp. globularis"		"Myosotis ramosissima subsp. globularis"				
"Rumex pulcher subsp. divaricatus (L.) Murb."	"0920001751.3"	"2cd4p9h.emr"	"2cd4p9h.emr"	"Rumex pulcher subsp. divaricatus (L.) Murb."	"Rumex pulcher subsp. divaricatus"		"Rumex pulcher subsp. divaricatus"				
"Cerastium brachypetalum Pers."	"0920000463"	"2cd4p9h.emz"	"2cd4p9h.emz"	"Cerastium brachypetalum Pers."	"Cerastium brachypetalum"		"Cerastium brachypetalum"				
"Ophrys apifera var. trollii (Hegetschw.) Rchb.f."	"0920001382.2"	"2cd4p9h.en2"	"2cd4p9h.en2"	"Ophrys apifera var. trollii (Hegetschw.) Rchb.f."	"Ophrys apifera var. trollii"		"Ophrys apifera var. trollii"				
"Inula britannica L."	"0920001029"	"2cd4p9h.en5"	"2cd4p9h.en5"	"Inula britannica L."	"Inula britannica"		"Inula britannica"				
"Rumex maritimus x palustris = R. x henrardii Danser"	"0920002457"	"2cd4p9h.en8"	"2cd4p9h.en8"	"Rumex maritimus x palustris = R. x henrardii Danser"	"Rumex maritimus x palustris = R. x henrardii"		"Rumex maritimus x palustris = R. x henrardii"				
"Rumex maritimus x palustris = R. x henrardii Danser"	"Vas_23156"	"2cd4p9h.en8"	"2cd4p9h.en8"	"Rumex maritimus x palustris = R. x henrardii Danser"	"Rumex maritimus x palustris = R. x henrardii"		"Rumex maritimus x palustris = R. x henrardii"				
"Lactuca virosa var. lactucarii *"	"0920001095.1"	"2cd4p9h.enb"	"2cd4p9h.enb"	"Lactuca virosa var. lactucarii"	"Lactuca virosa var. lactucarii"		"Lactuca virosa var. lactucarii"				
"Achillea distans Waldst. & Kit. ex Willd."	"0920000010"	"2cd4p9h.ene"	"2cd4p9h.ene"	"Achillea distans Waldst. & Kit. ex Willd."	"Achillea distans"		"Achillea distans"				
"Limonium parvum Ingr."	"0920002536"	"2cd4p9h.enk"	"2cd4p9h.enk"	"Limonium parvum Ingr."	"Limonium parvum"		"Limonium parvum"				
"Limonium procerum subsp. procerum var. wessexense Ingr."	"0920002537.6"	"2cd4p9h.enn"	"2cd4p9h.enn"	"Limonium procerum subsp. procerum var. wessexense Ingr."	"Limonium procerum subsp. procerum var. wessexense"		"Limonium procerum subsp. procerum var. wessexense"				
"Limonium procerum subsp. procerum var. wessexense Ingr."	"Vas_22742"	"2cd4p9h.enn"	"2cd4p9h.enn"	"Limonium procerum subsp. procerum var. wessexense Ingr."	"Limonium procerum subsp. procerum var. wessexense"		"Limonium procerum subsp. procerum var. wessexense"				
"Scleranthus perennis L."	"0920001863"	"2cd4p9h.enq"	"2cd4p9h.enq"	"Scleranthus perennis L."	"Scleranthus perennis"		"Scleranthus perennis"				
"Genista anglica var. subinermis (D.Legrand) Rouy"	"0920000891.2"	"2cd4p9h.ent"	"2cd4p9h.ent"	"Genista anglica var. subinermis (D.Legrand) Rouy"	"Genista anglica var. subinermis"		"Genista anglica var. subinermis"				
"Salix phylicifolia x repens"	"0920002347"	"2cd4p9h.ey1"	"2cd4p9h.ey1"	"Salix phylicifolia x repens"	"Salix phylicifolia x repens"		"Salix phylicifolia x repens"				
"Salix herbacea x myrsinifolia = S. x semireticulata F.B.White"	"0920002349"	"2cd4p9h.ey4"	"2cd4p9h.ey4"	"Salix herbacea x myrsinifolia = S. x semireticulata F.B.White"	"Salix herbacea x myrsinifolia = S. x semireticulata"		"Salix herbacea x myrsinifolia = S. x semireticulata"				
"Salix herbacea x myrsinifolia = S. x semireticulata F.B.White"	"Vas_23191"	"2cd4p9h.ey4"	"2cd4p9h.ey4"	"Salix herbacea x myrsinifolia = S. x semireticulata F.B.White"	"Salix herbacea x myrsinifolia = S. x semireticulata"		"Salix herbacea x myrsinifolia = S. x semireticulata"				
"Taraxacum lacistophyllum (Dahlst.) Raunk."	"0920003868"	"2cd4p9h.ey7"	"2cd4p9h.ey7"	"Taraxacum lacistophyllum (Dahlst.) Raunk."	"Taraxacum lacistophyllum"		"Taraxacum lacistophyllum"				
"Taraxacum discretum H.Øllg."	"0920003869"	"2cd4p9h.eya"	"2cd4p9h.eya"	"Taraxacum discretum H.Øllg."	"Taraxacum discretum"		"Taraxacum discretum"				
"Taraxacum procerum sensu A.J.Richards et auct., non G.E.Haglund"	"0920003905"	"2cd4p9h.eyd"	"2cd4p9h.7mm5zs"	"Taraxacum procerisquameum H.Øllg."	"Taraxacum procerisquameum"		"Taraxacum procerum"				
"Taraxacum procerisquameum H.Øllg."	"0920003905"	"2cd4p9h.eyd"	"2cd4p9h.eyd"	"Taraxacum procerisquameum H.Øllg."	"Taraxacum procerisquameum"		"Taraxacum procerisquameum"				
"Taraxacum pseudonordstedtii A.J.Richards"	"0920003910"	"2cd4p9h.eyg"	"2cd4p9h.eyg"	"Taraxacum pseudonordstedtii A.J.Richards"	"Taraxacum pseudonordstedtii"		"Taraxacum pseudonordstedtii"				
"Lupinus polyphyllus agg."	"0920009943"	"2cd4p9h.eyw"	"2cd4p9h.eyw"	"Lupinus polyphyllus agg."	"Lupinus polyphyllus"	"agg."	"Lupinus polyphyllus"	"agg."			
"Taraxacum polyhamatum H.Øllg."	"0920004000"	"2cd4p9h.eyp"	"2cd4p9h.eyp"	"Taraxacum polyhamatum H.Øllg."	"Taraxacum polyhamatum"		"Taraxacum polyhamatum"				
"Taraxacum pulchrifolium Markl."	"0920004004"	"2cd4p9h.eys"	"2cd4p9h.eys"	"Taraxacum pulchrifolium Markl."	"Taraxacum pulchrifolium"		"Taraxacum pulchrifolium"				
"Taraxacum remanentilobum Soest"	"0920004006"	"2cd4p9h.ep0"	"2cd4p9h.ep0"	"Taraxacum remanentilobum Soest"	"Taraxacum remanentilobum"		"Taraxacum remanentilobum"				
"Taraxacum webbii A.J.Richards"	"0920004035"	"2cd4p9h.ep3"	"2cd4p9h.ep3"	"Taraxacum webbii A.J.Richards"	"Taraxacum webbii"		"Taraxacum webbii"				
"Zelkova carpinifolia (Pall.) K.Koch"	"0920004038"	"2cd4p9h.ep6"	"2cd4p9h.ep6"	"Zelkova carpinifolia (Pall.) K.Koch"	"Zelkova carpinifolia"		"Zelkova carpinifolia"				
"Glycyrrhiza echinata L."	"0920004041"	"2cd4p9h.epc"	"2cd4p9h.epc"	"Glycyrrhiza echinata L."	"Glycyrrhiza echinata"		"Glycyrrhiza echinata"				
"Paeonia lactiflora Pall."	"0920004043"	"2cd4p9h.epf"	"2cd4p9h.epf"	"Paeonia lactiflora Pall."	"Paeonia lactiflora"		"Paeonia lactiflora"				
"Mentha x villosa Huds. var. villosa"	"0920001270.3"	"2cd4p9h.epx"	"2cd4p9h.epx"	"Mentha x villosa Huds. var. villosa"	"Mentha x villosa var. villosa"		"Mentha x villosa var. villosa"				
"Rosa tomentosa x arvensis (f x m)"	"0920005462.2"	"2cd4p9h.epy"	"2cd4p9h.epy"	"Rosa tomentosa x arvensis (f x m)"	"Rosa tomentosa x arvensis"	"(f x m)"	"Rosa tomentosa x arvensis"	"(f x m)"			
"Anthyllis vulneraria var. sericea Bréb."	"0920000126.1"	"2cd4p9h.epz"	"2cd4p9h.7mm7ka"	"Anthyllis vulneraria subsp. corbierei (C.E.Salmon & Travis) Cullen"	"Anthyllis vulneraria subsp. corbierei"		"Anthyllis vulneraria var. sericea"				
"Anthyllis vulneraria subsp. corbierei (C.E.Salmon & Travis) Cullen"	"0920000126.1"	"2cd4p9h.epz"	"2cd4p9h.epz"	"Anthyllis vulneraria subsp. corbierei (C.E.Salmon & Travis) Cullen"	"Anthyllis vulneraria subsp. corbierei"		"Anthyllis vulneraria subsp. corbierei"				
"Saxifraga cespitosa L."	"0920001828"	"2cd4p9h.eq2"	"2cd4p9h.eq2"	"Saxifraga cespitosa L."	"Saxifraga cespitosa"		"Saxifraga cespitosa"				
"Rubus praetextus Sudre"	"0920003585"	"2cd4p9h.eq5"	"2cd4p9h.eq5"	"Rubus praetextus Sudre"	"Rubus praetextus"		"Rubus praetextus"				
"Chrozophora A.Juss."	"0920005499"	"2cd4p9h.eq8"	"2cd4p9h.eq8"	"Chrozophora A.Juss."	"Chrozophora"		"Chrozophora"				
"Ficus pumila L."	"0920005552"	"2cd4p9h.eqb"	"2cd4p9h.eqb"	"Ficus pumila L."	"Ficus pumila"		"Ficus pumila"				
"Alisma gramineum Lej."	"0920000061"	"2cd4p9h.eqe"	"2cd4p9h.eqe"	"Alisma gramineum Lej."	"Alisma gramineum"		"Alisma gramineum"				
"Dactylorchis maculata subsp. rhoumensis (Hesl.-Harr.f.) Hesl.-Harr.f."	"0920000610.2"	"2cd4p9h.eqk"	"2cd4p9h.7mm6q1"	"Dactylorhiza maculata subsp. rhoumensis (Hesl.-Harr.f.) Soó"	"Dactylorhiza maculata subsp. rhoumensis"		"Dactylorchis maculata subsp. rhoumensis"				
"Dactylorhiza maculata subsp. rhoumensis (Hesl.-Harr.f.) Soó"	"0920000610.2"	"2cd4p9h.eqk"	"2cd4p9h.eqk"	"Dactylorhiza maculata subsp. rhoumensis (Hesl.-Harr.f.) Soó"	"Dactylorhiza maculata subsp. rhoumensis"		"Dactylorhiza maculata subsp. rhoumensis"				
"Limonium binervosum subsp. saxonicum Ingr."	"0920002532.8"	"2cd4p9h.eqn"	"2cd4p9h.eqn"	"Limonium binervosum subsp. saxonicum Ingr."	"Limonium binervosum subsp. saxonicum"		"Limonium binervosum subsp. saxonicum"				
"Macleaya cordata x microcarpa = M. x kewensis Turrill"	"0920007446"	"2cd4p9h.eqt"	"2cd4p9h.eqt"	"Macleaya cordata x microcarpa = M. x kewensis Turrill"	"Macleaya cordata x microcarpa = M. x kewensis"		"Macleaya cordata x microcarpa = M. x kewensis"				
"Taraxacum dilatatum H.Lindb."	"0920003837"	"2cd4p9h.er4"	"2cd4p9h.er4"	"Taraxacum dilatatum H.Lindb."	"Taraxacum dilatatum"		"Taraxacum dilatatum"				
"Myosotis verna Nutt."	"0920007060"	"2cd4p9h.er7"	"2cd4p9h.er7"	"Myosotis verna Nutt."	"Myosotis verna"		"Myosotis verna"				
"Rubus radulicaulis Sudre"	"0920003605"	"2cd4p9h.erg"	"2cd4p9h.erg"	"Rubus radulicaulis Sudre"	"Rubus radulicaulis"		"Rubus radulicaulis"				
"Euphrasia campbelliae Pugsley"	"0920000787"	"2cd4p9h.erm"	"2cd4p9h.erm"	"Euphrasia campbelliae Pugsley"	"Euphrasia campbelliae"		"Euphrasia campbelliae"				
"Cystopteris fragilis (L.) Bernh."	"0910000603"	"2cd4p9h.erp"	"2cd4p9h.erp"	"Cystopteris fragilis (L.) Bernh."	"Cystopteris fragilis"		"Cystopteris fragilis"				
