"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Daphne mezereum L."		"2cd4p9h.vd2"	"2cd4p9h.vd2"	"Daphne mezereum L."	"Daphne mezereum"	
"Daucus carota L. subsp. carota"		"2cd4p9h.vd5"	"2cd4p9h.vd5"	"Daucus carota L. subsp. carota"	"Daucus carota subsp. carota"	
"Dianthus armeria L."		"2cd4p9h.vdb"	"2cd4p9h.vdb"	"Dianthus armeria L."	"Dianthus armeria"	
"Dianthus plumarius L."		"2cd4p9h.vde"	"2cd4p9h.vde"	"Dianthus plumarius L."	"Dianthus plumarius"	
"Dipsacus fullonum L."		"2cd4p9h.vdh"	"2cd4p9h.vdh"	"Dipsacus fullonum L."	"Dipsacus fullonum"	
"Dipsacus pilosus L."		"2cd4p9h.vdk"	"2cd4p9h.vdk"	"Dipsacus pilosus L."	"Dipsacus pilosus"	
"Draba incana L."		"2cd4p9h.vdn"	"2cd4p9h.vdn"	"Draba incana L."	"Draba incana"	
"Drosera anglica x rotundifolia = D. x obovata Mert. & W.D.J.Koch"		"2cd4p9h.vdq"	"2cd4p9h.vdq"	"Drosera anglica x rotundifolia = D. x obovata Mert. & W.D.J.Koch"	"Drosera anglica x rotundifolia = D. x obovata"	
"Echinochloa crus-galli (L.) P.Beauv."		"2cd4p9h.vdt"	"2cd4p9h.vdt"	"Echinochloa crus-galli (L.) P.Beauv."	"Echinochloa crus-galli"	
"Isolepis fluitans (L.) R.Br."		"2cd4p9h.ve7"	"2cd4p9h.6y23wp"	"Eleogiton fluitans (L.) Link"	"Isolepis fluitans"	
"Eleogiton fluitans (L.) Link"		"2cd4p9h.ve7"	"2cd4p9h.ve7"	"Eleogiton fluitans (L.) Link"	"Eleogiton fluitans"	
"Elodea canadensis Michx."		"2cd4p9h.vea"	"2cd4p9h.vea"	"Elodea canadensis Michx."	"Elodea canadensis"	
"Empetrum nigrum L."		"2cd4p9h.veg"	"2cd4p9h.veg"	"Empetrum nigrum L."	"Empetrum nigrum"	
"Empetrum nigrum L. subsp. nigrum"		"2cd4p9h.vem"	"2cd4p9h.vem"	"Empetrum nigrum L. subsp. nigrum"	"Empetrum nigrum subsp. nigrum"	
"Epilobium hirsutum L."		"2cd4p9h.vep"	"2cd4p9h.vep"	"Epilobium hirsutum L."	"Epilobium hirsutum"	
"Epilobium montanum L."		"2cd4p9h.ves"	"2cd4p9h.ves"	"Epilobium montanum L."	"Epilobium montanum"	
"Epipactis purpurata Sm."		"2cd4p9h.vf3"	"2cd4p9h.vf3"	"Epipactis purpurata Sm."	"Epipactis purpurata"	
"Erica ciliaris L."		"2cd4p9h.vf6"	"2cd4p9h.vf6"	"Erica ciliaris L."	"Erica ciliaris"	
"Eriocaulon aquaticum (Hill) Druce"		"2cd4p9h.vfc"	"2cd4p9h.vfc"	"Eriocaulon aquaticum (Hill) Druce"	"Eriocaulon aquaticum"	
"Erodium cicutarium (L.) L'Hér. subsp. cicutarium"		"2cd4p9h.vfx"	"2cd4p9h.vfx"	"Erodium cicutarium (L.) L'Hér. subsp. cicutarium"	"Erodium cicutarium subsp. cicutarium"	
"Euphorbia lathyris L."		"2cd4p9h.vfy"	"2cd4p9h.vfy"	"Euphorbia lathyris L."	"Euphorbia lathyris"	
"Euphorbia peplus L."		"2cd4p9h.vfr"	"2cd4p9h.vfr"	"Euphorbia peplus L."	"Euphorbia peplus"	
"Euphrasia arctica Lange ex Rostrup subsp. arctica"		"2cd4p9h.vfz"	"2cd4p9h.vfz"	"Euphrasia arctica Lange ex Rostrup subsp. arctica"	"Euphrasia arctica subsp. arctica"	
"Festuca ovina L."		"2cd4p9h.vg8"	"2cd4p9h.vg8"	"Festuca ovina L."	"Festuca ovina"	
"Festuca ovina subsp. ophioliticola (Kerguélen) M.J.Wilk."		"2cd4p9h.vgb"	"2cd4p9h.vgb"	"Festuca ovina subsp. ophioliticola (Kerguélen) M.J.Wilk."	"Festuca ovina subsp. ophioliticola"	
"Festuca rubra subsp. litoralis (G.Mey.) Auquier"		"2cd4p9h.vge"	"2cd4p9h.vge"	"Festuca rubra subsp. litoralis (G.Mey.) Auquier"	"Festuca rubra subsp. litoralis"	
"Fuchsia magellanica Lam."		"2cd4p9h.vgk"	"2cd4p9h.vgk"	"Fuchsia magellanica Lam."	"Fuchsia magellanica"	
"Fumaria purpurea Pugsley"		"2cd4p9h.vgt"	"2cd4p9h.vgt"	"Fumaria purpurea Pugsley"	"Fumaria purpurea"	
"Gagea lutea (L.) Ker Gawl."		"2cd4p9h.vh4"	"2cd4p9h.vh4"	"Gagea lutea (L.) Ker Gawl."	"Gagea lutea"	
"Lamiastrum galeobdolon subsp. montanum (Pers.) Ehrend. & Polatschek"		"2cd4p9h.vha"	"2cd4p9h.vha"	"Lamiastrum galeobdolon subsp. montanum (Pers.) Ehrend. & Polatschek"	"Lamiastrum galeobdolon subsp. montanum"	
"Galinsoga quadriradiata Ruiz & Pav."		"2cd4p9h.vhg"	"2cd4p9h.vhg"	"Galinsoga quadriradiata Ruiz & Pav."	"Galinsoga quadriradiata"	
"Galinsoga parviflora Cav."		"2cd4p9h.vhw"	"2cd4p9h.vhw"	"Galinsoga parviflora Cav."	"Galinsoga parviflora"	
"Galium saxatile L."		"2cd4p9h.vhm"	"2cd4p9h.vhm"	"Galium saxatile L."	"Galium saxatile"	
"Galium spurium L."		"2cd4p9h.vhs"	"2cd4p9h.vhs"	"Galium spurium L."	"Galium spurium"	
"Genista pilosa L."		"2cd4p9h.vv0"	"2cd4p9h.vv0"	"Genista pilosa L."	"Genista pilosa"	
"Gentiana nivalis L."		"2cd4p9h.vv3"	"2cd4p9h.vv3"	"Gentiana nivalis L."	"Gentiana nivalis"	
"Geranium pratense L."		"2cd4p9h.vvv"	"2cd4p9h.vvv"	"Geranium pratense L."	"Geranium pratense"	
"Geranium purpureum Vill."		"2cd4p9h.vvx"	"2cd4p9h.vvx"	"Geranium purpureum Vill."	"Geranium purpureum"	
"Atriplex pedunculata L."		"2cd4p9h.vvz"	"2cd4p9h.vvz"	"Atriplex pedunculata L."	"Atriplex pedunculata"	
"Helianthus annuus L."		"2cd4p9h.vw5"	"2cd4p9h.vw5"	"Helianthus annuus L."	"Helianthus annuus"	
"Heracleum sphondylium L. subsp. sphondylium"		"2cd4p9h.vw8"	"2cd4p9h.vw8"	"Heracleum sphondylium L. subsp. sphondylium"	"Heracleum sphondylium subsp. sphondylium"	
"Hottonia palustris L."		"2cd4p9h.vwh"	"2cd4p9h.vwh"	"Hottonia palustris L."	"Hottonia palustris"	
"Hydrocotyle vulgaris L."		"2cd4p9h.vwk"	"2cd4p9h.vwk"	"Hydrocotyle vulgaris L."	"Hydrocotyle vulgaris"	
"Hypericum humifusum L."		"2cd4p9h.vwn"	"2cd4p9h.vwn"	"Hypericum humifusum L."	"Hypericum humifusum"	
"Dittrichia graveolens (L.) Greuter"		"2cd4p9h.vwq"	"2cd4p9h.vwq"	"Dittrichia graveolens (L.) Greuter"	"Dittrichia graveolens"	
"Iris pseudacorus L."		"2cd4p9h.vwt"	"2cd4p9h.vwt"	"Iris pseudacorus L."	"Iris pseudacorus"	
"Jasione montana L."		"2cd4p9h.vk1"	"2cd4p9h.vk1"	"Jasione montana L."	"Jasione montana"	
"Juncus acutiflorus Ehrh. ex Hoffm."		"2cd4p9h.vk4"	"2cd4p9h.vk4"	"Juncus acutiflorus Ehrh. ex Hoffm."	"Juncus acutiflorus"	
"Juncus bufonius L. s.s."		"2cd4p9h.vka"	"2cd4p9h.vka"	"Juncus bufonius L. s.s."	"Juncus bufonius"	"s.s."
"Juncus foliosus Desf."		"2cd4p9h.vkd"	"2cd4p9h.vkd"	"Juncus foliosus Desf."	"Juncus foliosus"	
"Juncus subnodulosus Schrank"		"2cd4p9h.vkw"	"2cd4p9h.vkw"	"Juncus subnodulosus Schrank"	"Juncus subnodulosus"	
"Lagarosiphon major (Ridl.) Moss ex V.A.Wager"		"2cd4p9h.vx0"	"2cd4p9h.vx0"	"Lagarosiphon major (Ridl.) Moss ex V.A.Wager"	"Lagarosiphon major"	
"Lathraea squamaria L."		"2cd4p9h.vx3"	"2cd4p9h.vx3"	"Lathraea squamaria L."	"Lathraea squamaria"	
"Lathyrus linifolius (Reichard) Bässler"		"2cd4p9h.vx6"	"2cd4p9h.vx6"	"Lathyrus linifolius (Reichard) Bässler"	"Lathyrus linifolius"	
"Lepidium campestre (L.) W.T.Aiton"		"2cd4p9h.vxc"	"2cd4p9h.vxc"	"Lepidium campestre (L.) W.T.Aiton"	"Lepidium campestre"	
"Lepidium latifolium L."		"2cd4p9h.vxf"	"2cd4p9h.vxf"	"Lepidium latifolium L."	"Lepidium latifolium"	
"Lepidium ruderale L."		"2cd4p9h.vxv"	"2cd4p9h.vxv"	"Lepidium ruderale L."	"Lepidium ruderale"	
"Lilium pyrenaicum Gouan"		"2cd4p9h.vxx"	"2cd4p9h.vxx"	"Lilium pyrenaicum Gouan"	"Lilium pyrenaicum"	
"Linaria repens x vulgaris = L. x sepium G.J.Allman"		"2cd4p9h.vxr"	"2cd4p9h.vxr"	"Linaria repens x vulgaris = L. x sepium G.J.Allman"	"Linaria repens x vulgaris = L. x sepium"	
"Lithospermum officinale L."		"2cd4p9h.vxz"	"2cd4p9h.vxz"	"Lithospermum officinale L."	"Lithospermum officinale"	
"Luzula campestris (L.) DC."		"2cd4p9h.vm8"	"2cd4p9h.vm8"	"Luzula campestris (L.) DC."	"Luzula campestris"	
"Luzula spicata (L.) DC."		"2cd4p9h.vmb"	"2cd4p9h.vmb"	"Luzula spicata (L.) DC."	"Luzula spicata"	
"Luzula sylvatica (Huds.) Gaudin"		"2cd4p9h.vme"	"2cd4p9h.vme"	"Luzula sylvatica (Huds.) Gaudin"	"Luzula sylvatica"	
"Lysimachia nummularia L."		"2cd4p9h.vmh"	"2cd4p9h.vmh"	"Lysimachia nummularia L."	"Lysimachia nummularia"	
"Lythrum hyssopifolia L."		"2cd4p9h.vmk"	"2cd4p9h.vmk"	"Lythrum hyssopifolia L."	"Lythrum hyssopifolia"	
"Lythrum salicaria L."		"2cd4p9h.vmn"	"2cd4p9h.vmn"	"Lythrum salicaria L."	"Lythrum salicaria"	
"Marrubium vulgare L."		"2cd4p9h.vmq"	"2cd4p9h.vmq"	"Marrubium vulgare L."	"Marrubium vulgare"	
"Medicago polymorpha L."		"2cd4p9h.vmt"	"2cd4p9h.vmt"	"Medicago polymorpha L."	"Medicago polymorpha"	
"Silene dioica subsp. zetlandica (Compton) A.R.Clapham, nom. inval."		"2cd4p9h.vn4"	"2cd4p9h.7mm7g0"	"Silene dioica (L.) Clairv."	"Silene dioica subsp. zetlandica"	
"Silene dioica (L.) Clairv."		"2cd4p9h.vn4"	"2cd4p9h.vn4"	"Silene dioica (L.) Clairv."	"Silene dioica"	
"Mentha x villosa var. alopecuroides (Hull) Briq."		"2cd4p9h.vn7"	"2cd4p9h.vn7"	"Mentha x villosa var. alopecuroides (Hull) Briq."	"Mentha x villosa var. alopecuroides"	
"Mentha spicata L."		"2cd4p9h.vna"	"2cd4p9h.vna"	"Mentha spicata L."	"Mentha spicata"	
"Mercurialis annua L."		"2cd4p9h.vnd"	"2cd4p9h.vnd"	"Mercurialis annua L."	"Mercurialis annua"	
"Mespilus germanica L."		"2cd4p9h.vnw"	"2cd4p9h.vnw"	"Mespilus germanica L."	"Mespilus germanica"	
"Montia fontana subsp. chondrosperma (Fenzl) Walters"		"2cd4p9h.vns"	"2cd4p9h.vns"	"Montia fontana subsp. chondrosperma (Fenzl) Walters"	"Montia fontana subsp. chondrosperma"	
"Montia fontana subsp. amporitana Sennen"		"2cd4p9h.vy0"	"2cd4p9h.vy0"	"Montia fontana subsp. amporitana Sennen"	"Montia fontana subsp. amporitana"	
"Myosotis stolonifera (DC.) J.Gay ex Leresche & Levier"		"2cd4p9h.vy6"	"2cd4p9h.vy6"	"Myosotis stolonifera (DC.) J.Gay ex Leresche & Levier"	"Myosotis stolonifera"	
"Myosotis scorpioides L."		"2cd4p9h.vy9"	"2cd4p9h.vy9"	"Myosotis scorpioides L."	"Myosotis scorpioides"	
"Neotinea maculata (Desf.) Stearn"		"2cd4p9h.vyf"	"2cd4p9h.vyf"	"Neotinea maculata (Desf.) Stearn"	"Neotinea maculata"	
"Nuphar lutea (L.) Sm."		"2cd4p9h.vyv"	"2cd4p9h.vyv"	"Nuphar lutea (L.) Sm."	"Nuphar lutea"	
"Nymphaea alba L."		"2cd4p9h.vyy"	"2cd4p9h.vyy"	"Nymphaea alba L."	"Nymphaea alba"	
"Nymphaea alba L. subsp. alba"		"2cd4p9h.vyz"	"2cd4p9h.vyz"	"Nymphaea alba L. subsp. alba"	"Nymphaea alba subsp. alba"	
"Nymphoides peltata Kuntze"		"2cd4p9h.vp2"	"2cd4p9h.vp2"	"Nymphoides peltata Kuntze"	"Nymphoides peltata"	
"Ononis reclinata L."		"2cd4p9h.vp8"	"2cd4p9h.vp8"	"Ononis reclinata L."	"Ononis reclinata"	
"Ononis repens L."		"2cd4p9h.vpb"	"2cd4p9h.vpb"	"Ononis repens L."	"Ononis repens"	
"Ophrys sphegodes Mill."		"2cd4p9h.vpe"	"2cd4p9h.vpe"	"Ophrys sphegodes Mill."	"Ophrys sphegodes"	
"Ornithogalum nutans L."		"2cd4p9h.vph"	"2cd4p9h.vph"	"Ornithogalum nutans L."	"Ornithogalum nutans"	
"Papaver atlanticum (Ball) Coss."		"2cd4p9h.vpq"	"2cd4p9h.vpq"	"Papaver atlanticum (Ball) Coss."	"Papaver atlanticum"	
"Parietaria judaica L."		"2cd4p9h.vq4"	"2cd4p9h.vq4"	"Parietaria judaica L."	"Parietaria judaica"	
"Pastinaca sativa subsp. urens (Req. ex Godr.) Čelak."		"2cd4p9h.vq7"	"2cd4p9h.vq7"	"Pastinaca sativa subsp. urens (Req. ex Godr.) Čelak."	"Pastinaca sativa subsp. urens"	
"Picris hieracioides L."		"2cd4p9h.vqd"	"2cd4p9h.vqd"	"Picris hieracioides L."	"Picris hieracioides"	
"Pimpinella major (L.) Huds."		"2cd4p9h.vqg"	"2cd4p9h.vqg"	"Pimpinella major (L.) Huds."	"Pimpinella major"	
"Pinus nigra J.F.Arnold"		"2cd4p9h.vqw"	"2cd4p9h.vqw"	"Pinus nigra J.F.Arnold"	"Pinus nigra"	
"Plantago media L."		"2cd4p9h.vqm"	"2cd4p9h.vqm"	"Plantago media L."	"Plantago media"	
"Polygonatum multiflorum x odoratum = P. x hybridum Brügger"		"2cd4p9h.vqp"	"2cd4p9h.vqp"	"Polygonatum multiflorum x odoratum = P. x hybridum Brügger"	"Polygonatum multiflorum x odoratum = P. x hybridum"	
"Persicaria amphibia (L.) Delarbre"		"2cd4p9h.vqs"	"2cd4p9h.vqs"	"Persicaria amphibia (L.) Delarbre"	"Persicaria amphibia"	
"Persicaria maculosa Gray"		"2cd4p9h.vr3"	"2cd4p9h.vr3"	"Persicaria maculosa Gray"	"Persicaria maculosa"	
"Polygonum oxyspermum C.A.Mey. & Bunge"		"2cd4p9h.vr6"	"2cd4p9h.vr6"	"Polygonum oxyspermum C.A.Mey. & Bunge"	"Polygonum oxyspermum"	
"Populus x canadensis 'Heidemij'"		"2cd4p9h.vrc"	"2cd4p9h.vrc"	"Populus x canadensis 'Heidemij'"	"Populus x canadensis 'Heidemij'"	
"Populus tremula L."		"2cd4p9h.vrf"	"2cd4p9h.vrf"	"Populus tremula L."	"Populus tremula"	
"Potamogeton polygonifolius Pourr."		"2cd4p9h.vrx"	"2cd4p9h.vrx"	"Potamogeton polygonifolius Pourr."	"Potamogeton polygonifolius"	
"Potamogeton praelongus Wulfen"		"2cd4p9h.vry"	"2cd4p9h.vry"	"Potamogeton praelongus Wulfen"	"Potamogeton praelongus"	
"Potentilla anglica Laichard."		"2cd4p9h.vrr"	"2cd4p9h.vrr"	"Potentilla anglica Laichard."	"Potentilla anglica"	
"Potentilla argentea L."		"2cd4p9h.vrz"	"2cd4p9h.vrz"	"Potentilla argentea L."	"Potentilla argentea"	
"Pulmonaria officinalis L."		"2cd4p9h.vs2"	"2cd4p9h.vs2"	"Pulmonaria officinalis L."	"Pulmonaria officinalis"	
"Pyrola minor L."		"2cd4p9h.vs5"	"2cd4p9h.vs5"	"Pyrola minor L."	"Pyrola minor"	
"Quercus ilex L."		"2cd4p9h.vsb"	"2cd4p9h.vsb"	"Quercus ilex L."	"Quercus ilex"	
"Quercus petraea (Matt.) Liebl."		"2cd4p9h.vse"	"2cd4p9h.vse"	"Quercus petraea (Matt.) Liebl."	"Quercus petraea"	
"Ranunculus arvensis L."		"2cd4p9h.vt1"	"2cd4p9h.vt1"	"Ranunculus arvensis L."	"Ranunculus arvensis"	
"Ranunculus repens L."		"2cd4p9h.vt4"	"2cd4p9h.vt4"	"Ranunculus repens L."	"Ranunculus repens"	
"Rhinanthus angustifolius C.C.Gmel."		"2cd4p9h.vt7"	"2cd4p9h.vt7"	"Rhinanthus angustifolius C.C.Gmel."	"Rhinanthus angustifolius"	
"Rhododendron ponticum L."		"2cd4p9h.vta"	"2cd4p9h.vta"	"Rhododendron ponticum L."	"Rhododendron ponticum"	
"Coincya monensis subsp. cheiranthos (Vill.) Aedo, Leadlay & Muñoz Garm."		"2cd4p9h.vtd"	"2cd4p9h.vtd"	"Coincya monensis subsp. cheiranthos (Vill.) Aedo, Leadlay & Muñoz Garm."	"Coincya monensis subsp. cheiranthos"	
"Rhynchospora alba (L.) Vahl"		"2cd4p9h.vtw"	"2cd4p9h.vtw"	"Rhynchospora alba (L.) Vahl"	"Rhynchospora alba"	
"Rhynchospora fusca (L.) W.T.Aiton"		"2cd4p9h.vtm"	"2cd4p9h.vtm"	"Rhynchospora fusca (L.) W.T.Aiton"	"Rhynchospora fusca"	
"Ribes spicatum E.Robson"		"2cd4p9h.vtp"	"2cd4p9h.vtp"	"Ribes spicatum E.Robson"	"Ribes spicatum"	
"Rorippa palustris (L.) Besser"		"2cd4p9h.vts"	"2cd4p9h.vts"	"Rorippa palustris (L.) Besser"	"Rorippa palustris"	
"Rosa canina group 'Transitoriae'"		"2cd4p9h.vz6"	"2cd4p9h.vz6"	"Rosa canina group 'Transitoriae'"	"Rosa canina group 'Transitoriae'"	
"Rosa stylosa Desv."		"2cd4p9h.vz9"	"2cd4p9h.vz9"	"Rosa stylosa Desv."	"Rosa stylosa"	
"Rubia peregrina L."		"2cd4p9h.vzc"	"2cd4p9h.vzc"	"Rubia peregrina L."	"Rubia peregrina"	
"Rumex acetosella L."		"2cd4p9h.vzv"	"2cd4p9h.vzv"	"Rumex acetosella L."	"Rumex acetosella"	
"Rumex aquaticus L."		"2cd4p9h.vzx"	"2cd4p9h.vzx"	"Rumex aquaticus L."	"Rumex aquaticus"	
"Rumex conglomeratus Murray"		"2cd4p9h.vzy"	"2cd4p9h.vzy"	"Rumex conglomeratus Murray"	"Rumex conglomeratus"	
"Rumex cristatus DC."		"2cd4p9h.vzr"	"2cd4p9h.vzr"	"Rumex cristatus DC."	"Rumex cristatus"	
"Rumex hydrolapathum Huds."		"2cd4p9h.vzz"	"2cd4p9h.vzz"	"Rumex hydrolapathum Huds."	"Rumex hydrolapathum"	
"Rumex patientia L."		"2cd4p9h.w02"	"2cd4p9h.w02"	"Rumex patientia L."	"Rumex patientia"	
"Sagina nodosa (L.) Fenzl"		"2cd4p9h.w05"	"2cd4p9h.w05"	"Sagina nodosa (L.) Fenzl"	"Sagina nodosa"	
"Salix herbacea L."		"2cd4p9h.w08"	"2cd4p9h.w08"	"Salix herbacea L."	"Salix herbacea"	
"Salix lapponum L."		"2cd4p9h.w0b"	"2cd4p9h.w0b"	"Salix lapponum L."	"Salix lapponum"	
"Salix repens L. var. repens"		"2cd4p9h.w0e"	"2cd4p9h.w0e"	"Salix repens L. var. repens"	"Salix repens var. repens"	
"Salvia verbenaca L."		"2cd4p9h.w0h"	"2cd4p9h.w0h"	"Salvia verbenaca L."	"Salvia verbenaca"	
"Satureja montana L."		"2cd4p9h.w0q"	"2cd4p9h.w0q"	"Satureja montana L."	"Satureja montana"	
"Saussurea alpina (L.) DC."		"2cd4p9h.w11"	"2cd4p9h.w11"	"Saussurea alpina (L.) DC."	"Saussurea alpina"	
"Saxifraga hirculus L."		"2cd4p9h.w14"	"2cd4p9h.w14"	"Saxifraga hirculus L."	"Saxifraga hirculus"	
"Saxifraga spathularis x umbrosa = S. x urbium D.A.Webb"		"2cd4p9h.w1a"	"2cd4p9h.w1a"	"Saxifraga spathularis x umbrosa = S. x urbium D.A.Webb"	"Saxifraga spathularis x umbrosa = S. x urbium"	
"Scrophularia auriculata L."		"2cd4p9h.w1g"	"2cd4p9h.w1g"	"Scrophularia auriculata L."	"Scrophularia auriculata"	
"Tephroseris integrifolia (L.) Holub subsp. integrifolia"		"2cd4p9h.w1p"	"2cd4p9h.w1p"	"Tephroseris integrifolia (L.) Holub subsp. integrifolia"	"Tephroseris integrifolia subsp. integrifolia"	
"Silene uniflora Roth"		"2cd4p9h.w1s"	"2cd4p9h.w1s"	"Silene uniflora Roth"	"Silene uniflora"	
"Sisymbrium irio L."		"2cd4p9h.w20"	"2cd4p9h.w20"	"Sisymbrium irio L."	"Sisymbrium irio"	
"Solidago virgaurea L."		"2cd4p9h.w23"	"2cd4p9h.w23"	"Solidago virgaurea L."	"Solidago virgaurea"	
"Sonchus arvensis L. subsp. arvensis"		"2cd4p9h.w29"	"2cd4p9h.w29"	"Sonchus arvensis L. subsp. arvensis"	"Sonchus arvensis subsp. arvensis"	
"Sorbus aucuparia L."		"2cd4p9h.w2c"	"2cd4p9h.w2c"	"Sorbus aucuparia L."	"Sorbus aucuparia"	
"Sparganium erectum subsp. microcarpum (Neuman) Domin"		"2cd4p9h.w2f"	"2cd4p9h.w2f"	"Sparganium erectum subsp. microcarpum (Neuman) Domin"	"Sparganium erectum subsp. microcarpum"	
"Spiranthes aestivalis (Poir.) Rich."		"2cd4p9h.w2x"	"2cd4p9h.w2x"	"Spiranthes aestivalis (Poir.) Rich."	"Spiranthes aestivalis"	
"Spiranthes spiralis (L.) Chevall."		"2cd4p9h.w2y"	"2cd4p9h.w2y"	"Spiranthes spiralis (L.) Chevall."	"Spiranthes spiralis"	
"Stellaria media (L.) Vill. s.s."		"2cd4p9h.w2r"	"2cd4p9h.w2r"	"Stellaria media (L.) Vill. s.s."	"Stellaria media"	"s.s."
"Stratiotes aloides L."		"2cd4p9h.w32"	"2cd4p9h.w32"	"Stratiotes aloides L."	"Stratiotes aloides"	
"Suaeda vera Forssk. ex J.F.Gmel."		"2cd4p9h.w38"	"2cd4p9h.w38"	"Suaeda vera Forssk. ex J.F.Gmel."	"Suaeda vera"	
"Suaeda maritima (L.) Dumort."		"2cd4p9h.w3b"	"2cd4p9h.w3b"	"Suaeda maritima (L.) Dumort."	"Suaeda maritima"	
"Teucrium botrys L."		"2cd4p9h.w3e"	"2cd4p9h.w3e"	"Teucrium botrys L."	"Teucrium botrys"	
"Tilia cordata Mill."		"2cd4p9h.w3q"	"2cd4p9h.w3q"	"Tilia cordata Mill."	"Tilia cordata"	
"Tordylium maximum L."		"2cd4p9h.w41"	"2cd4p9h.w41"	"Tordylium maximum L."	"Tordylium maximum"	
"Tragopogon porrifolius L."		"2cd4p9h.w44"	"2cd4p9h.w44"	"Tragopogon porrifolius L."	"Tragopogon porrifolius"	
"Trifolium glomeratum L."		"2cd4p9h.w4a"	"2cd4p9h.w4a"	"Trifolium glomeratum L."	"Trifolium glomeratum"	
"Trifolium scabrum L."		"2cd4p9h.w4d"	"2cd4p9h.w4d"	"Trifolium scabrum L."	"Trifolium scabrum"	
"Trifolium squamosum L."		"2cd4p9h.w4g"	"2cd4p9h.w4g"	"Trifolium squamosum L."	"Trifolium squamosum"	
"Trifolium subterraneum L."		"2cd4p9h.w4w"	"2cd4p9h.w4w"	"Trifolium subterraneum L."	"Trifolium subterraneum"	
"Ulmus minor Mill. s.s."		"2cd4p9h.w4m"	"2cd4p9h.w4m"	"Ulmus minor Mill. s.s."	"Ulmus minor"	"s.s."
"Ulmus plotii Druce"		"2cd4p9h.w4p"	"2cd4p9h.w4p"	"Ulmus plotii Druce"	"Ulmus plotii"	
"Utricularia vulgaris L. s.s."		"2cd4p9h.w4s"	"2cd4p9h.w4s"	"Utricularia vulgaris L. s.s."	"Utricularia vulgaris"	"s.s."
"Vaccinium myrtillus L."		"2cd4p9h.w50"	"2cd4p9h.w50"	"Vaccinium myrtillus L."	"Vaccinium myrtillus"	
"Valerianella eriocarpa Desv."		"2cd4p9h.w53"	"2cd4p9h.w53"	"Valerianella eriocarpa Desv."	"Valerianella eriocarpa"	
"Valerianella rimosa Bastard"		"2cd4p9h.w56"	"2cd4p9h.w56"	"Valerianella rimosa Bastard"	"Valerianella rimosa"	
"Verbascum thapsus L."		"2cd4p9h.w59"	"2cd4p9h.w59"	"Verbascum thapsus L."	"Verbascum thapsus"	
"Vicia sativa L. subsp. sativa"		"2cd4p9h.w5c"	"2cd4p9h.w5c"	"Vicia sativa L. subsp. sativa"	"Vicia sativa subsp. sativa"	
"Viola lactea Sm."		"2cd4p9h.w5f"	"2cd4p9h.w5f"	"Viola lactea Sm."	"Viola lactea"	
"Viola lutea Huds."		"2cd4p9h.w5v"	"2cd4p9h.w5v"	"Viola lutea Huds."	"Viola lutea"	
"Viola palustris L. subsp. palustris"		"2cd4p9h.w5y"	"2cd4p9h.w5y"	"Viola palustris L. subsp. palustris"	"Viola palustris subsp. palustris"	
"Viola riviniana Rchb. var. riviniana"		"2cd4p9h.w5r"	"2cd4p9h.aqky5y"	"Viola riviniana Rchb. subsp. riviniana"	"Viola riviniana var. riviniana"	
"Viola tricolor L."		"2cd4p9h.w5z"	"2cd4p9h.w5z"	"Viola tricolor L."	"Viola tricolor"	
"Vitis vinifera L."		"2cd4p9h.w65"	"2cd4p9h.w65"	"Vitis vinifera L."	"Vitis vinifera"	
"Vulpia ciliata subsp. ambigua (Le Gall) Stace & Auquier"		"2cd4p9h.w6b"	"2cd4p9h.w6b"	"Vulpia ciliata subsp. ambigua (Le Gall) Stace & Auquier"	"Vulpia ciliata subsp. ambigua"	
"Xanthium strumarium L."		"2cd4p9h.w6e"	"2cd4p9h.w6e"	"Xanthium strumarium L."	"Xanthium strumarium"	
"Phormium tenax J.R.Forst. & G.Forst."		"2cd4p9h.w6q"	"2cd4p9h.w6q"	"Phormium tenax J.R.Forst. & G.Forst."	"Phormium tenax"	
"Vulpia unilateralis (L.) Stace"		"2cd4p9h.w6t"	"2cd4p9h.w6t"	"Vulpia unilateralis (L.) Stace"	"Vulpia unilateralis"	
"Minuartia recurva (All.) Schinz & Thell."		"2cd4p9h.w71"	"2cd4p9h.w71"	"Minuartia recurva (All.) Schinz & Thell."	"Minuartia recurva"	
"Callitriche palustris L."		"2cd4p9h.w74"	"2cd4p9h.w74"	"Callitriche palustris L."	"Callitriche palustris"	
"Lemna minuta Kunth"		"2cd4p9h.w77"	"2cd4p9h.w77"	"Lemna minuta Kunth"	"Lemna minuta"	
"Larix kaempferi (Lamb.) Carrière"		"2cd4p9h.w7a"	"2cd4p9h.w7a"	"Larix kaempferi (Lamb.) Carrière"	"Larix kaempferi"	
"Salix herbacea x repens = S. x cernua E.F.Linton"		"2cd4p9h.w7d"	"2cd4p9h.w7d"	"Salix herbacea x repens = S. x cernua E.F.Linton"	"Salix herbacea x repens = S. x cernua"	
"Salix aurita x cinerea x myrsinifolia = S. x forbesiana Druce"		"2cd4p9h.w7g"	"2cd4p9h.w7g"	"Salix aurita x cinerea x myrsinifolia = S. x forbesiana Druce"	"Salix aurita x cinerea x myrsinifolia = S. x forbesiana"	
