SITE_NO,Plot_no,species,Samp_id,Label,Storm
20,3,Corylus avellana,20_3,y,1
20,3,Crataegus monogyna,20_3,y,1
20,3,Cornus sanguinea,20_3,y,1
20,4,Corylus avellana,20_4,y,1
20,5,Corylus avellana,20_5,y,1
20,5,Larix sp.,20_5,y,1
20,6,Corylus avellana,20_6,y,1
20,8,Corylus avellana,20_8,y,1
20,9,Corylus avellana,20_9,y,1
20,11,Corylus avellana,20_11,y,1
20,13,Crataegus monogyna,20_13,y,1
20,16,Corylus avellana,20_16,y,1
20,16,Prunus spinosa,20_16,y,1
20,16,Larix sp.,20_16,y,1
25,6,Cornus sanguinea,25_6,n,0
25,6,Corylus avellana,25_6,n,0
25,6,Crataegus monogyna,25_6,n,0
25,7,Ligustrum vulgare,25_7,n,0
25,8,Crataegus monogyna,25_8,n,0
25,8,Euonymus europaeus,25_8,n,0
25,8,Pinus sylvestris,25_8,n,0
25,9,Corylus avellana,25_9,n,0
25,9,Crataegus monogyna,25_9,n,0
25,10,Corylus avellana,25_10,n,0
25,10,Prunus spinosa,25_10,n,0
25,10,Viburnum opulus (s),25_10,n,0
25,10,Crataegus monogyna,25_10,n,0
25,11,Corylus avellana,25_11,n,0
25,11,Crataegus monogyna,25_11,n,0
25,12,Cornus sanguinea,25_12,n,0
25,12,Crataegus monogyna,25_12,n,0
25,13,Corylus avellana,25_13,n,0
25,13,Crataegus monogyna,25_13,n,0
25,13,Crataegus laevigata,25_13,n,0
25,16,Crataegus monogyna,25_16,n,0
25,16,Euonymus europaeus,25_16,n,0
26,11,Corylus avellana,26_11,n,0
26,11,Ilex aquifolium,26_11,n,0
26,11,Ulmus sp.,26_11,n,0
26,11,Crataegus monogyna,26_11,n,0
27,1,Ulmus sp.,27_1,y,1
27,2,Ulmus sp.,27_2,y,1
27,3,Corylus avellana,27_3,y,1
27,3,Ulmus sp.,27_3,y,1
27,4,Corylus avellana,27_4,y,1
27,4,Sambucus nigra,27_4,y,1
27,4,Ulmus sp.,27_4,y,1
27,5,Corylus avellana,27_5,y,1
27,5,Ulmus sp.,27_5,y,1
27,6,Corylus avellana,27_6,y,1
27,6,Ulmus sp.,27_6,y,1
27,7,Corylus avellana,27_7,y,1
27,7,Ulmus sp.,27_7,y,1
27,8,Ulmus sp.,27_8,y,1
27,8,Sambucus nigra,27_8,y,1
27,9,Ulmus sp.,27_9,y,1
27,10,Ulmus sp.,27_10,y,1
27,11,Corylus avellana,27_11,y,1
27,11,Crataegus monogyna,27_11,y,1
27,12,Sambucus nigra,27_12,y,1
27,12,Ulmus sp.,27_12,y,1
27,13,Corylus avellana,27_13,y,1
27,13,Ulmus sp.,27_13,y,1
27,14,Ulmus sp.,27_14,y,1
27,15,Corylus avellana,27_15,y,1
27,15,Sambucus nigra,27_15,y,1
27,15,Ulmus sp.,27_15,y,1
27,16,Corylus avellana,27_16,y,1
29,10,Sorbus aria,29_10,n,0
29,15,Sambucus nigra,29_15,n,0
30,1,Corylus avellana,30_1,n,0
30,1,Ilex aquifolium,30_1,n,0
30,2,Corylus avellana,30_2,n,0
30,2,Ilex aquifolium,30_2,n,0
30,2,Tilia sp.,30_2,n,0
30,3,Corylus avellana,30_3,n,0
30,3,Crataegus monogyna,30_3,n,0
30,3,Ilex aquifolium,30_3,n,0
30,3,Sorbus torminalis,30_3,n,0
30,4,Corylus avellana,30_4,n,0
30,4,Crataegus monogyna,30_4,n,0
30,4,Ilex aquifolium,30_4,n,0
30,5,Corylus avellana,30_5,n,0
30,5,Crataegus monogyna,30_5,n,0
30,5,Populus sp,30_5,n,0
30,6,Corylus avellana,30_6,n,0
30,6,Ilex aquifolium,30_6,n,0
30,7,Corylus avellana,30_7,n,0
30,7,Ilex aquifolium,30_7,n,0
30,8,Corylus avellana,30_8,n,0
30,9,Corylus avellana,30_9,n,0
30,9,Larix sp.,30_9,n,0
30,10,Corylus avellana,30_10,n,0
30,10,Ilex aquifolium,30_10,n,0
30,11,Corylus avellana,30_11,n,0
30,11,Ilex aquifolium,30_11,n,0
30,12,Corylus avellana,30_12,n,0
30,12,Crataegus monogyna,30_12,n,0
30,12,Ilex aquifolium,30_12,n,0
30,13,Larix sp.,30_13,n,0
30,14,Corylus avellana,30_14,n,0
30,14,Ilex aquifolium,30_14,n,0
30,16,Corylus avellana,30_16,n,0
30,16,Malus sylvestris,30_16,n,0
32,1,Carpinus betulus,32_1,y,1
32,1,Corylus avellana,32_1,y,1
32,1,Ilex aquifolium,32_1,y,1
32,2,Carpinus betulus,32_2,y,1
32,2,Crataegus monogyna,32_2,y,1
32,2,Ilex aquifolium,32_2,y,1
32,3,Carpinus betulus,32_3,y,1
32,3,Corylus avellana,32_3,y,1
32,3,Ilex aquifolium,32_3,y,1
32,4,Carpinus betulus,32_4,y,1
32,5,Carpinus betulus,32_5,y,1
32,5,Ilex aquifolium,32_5,y,1
32,6,Carpinus betulus,32_6,y,1
32,6,Ilex aquifolium,32_6,y,1
32,7,Carpinus betulus,32_7,y,1
32,7,Ilex aquifolium,32_7,y,1
32,8,Carpinus betulus,32_8,y,1
32,8,Ilex aquifolium,32_8,y,1
32,9,Carpinus betulus,32_9,y,1
32,9,Ilex aquifolium,32_9,y,1
32,10,Carpinus betulus,32_10,y,1
32,11,Carpinus betulus,32_11,y,1
32,12,Carpinus betulus,32_12,y,1
32,12,Ilex aquifolium,32_12,y,1
32,13,Carpinus betulus,32_13,y,1
32,13,Ilex aquifolium,32_13,y,1
32,14,Ilex aquifolium,32_14,y,1
32,14,Carpinus betulus,32_14,y,1
32,15,Carpinus betulus,32_15,y,1
32,15,Corylus avellana,32_15,y,1
32,15,Ilex aquifolium,32_15,y,1
32,15,Populus tremula,32_15,y,1
32,16,Carpinus betulus,32_16,y,1
33,10,Sambucus nigra,33_10,n,0
33,10,Crataegus monogyna,33_10,n,0
33,14,Carpinus betulus,33_14,n,0
33,15,Sambucus nigra,33_15,n,0
33,15,Carpinus betulus,33_15,n,0
79,1,Castanea sativa,79_1,y,1
79,6,Crataegus monogyna,79_6,y,1
79,8,Rhododendron ponticum,79_8,y,1
79,9,Pinus nigra,79_9,y,1
79,10,Prunus avium,79_10,y,1
79,11,Castanea sativa,79_11,y,1
79,12,Castanea sativa,79_12,y,1
79,13,Castanea sativa,79_13,y,1
79,13,Pinus sylvestris,79_13,y,1
79,14,Pinus sylvestris,79_14,y,1
79,15,Castanea sativa,79_15,y,1
88,1,Corylus avellana,88_1,y,1
88,2,Corylus avellana,88_2,y,1
88,2,Castanea sativa,88_2,y,1
88,3,Corylus avellana,88_3,y,1
88,3,Prunus padus,88_3,y,1
88,5,Corylus avellana,88_5,y,1
88,5,Ilex aquifolium,88_5,y,1
88,6,Corylus avellana,88_6,y,1
88,6,Prunus padus,88_6,y,1
88,7,Corylus avellana,88_7,y,1
88,7,Carpinus betulus,88_7,y,1
88,8,Corylus avellana,88_8,y,1
88,8,Carpinus betulus,88_8,y,1
88,8,Castanea sativa,88_8,y,1
88,9,Ilex aquifolium,88_9,y,1
88,9,Castanea sativa,88_9,y,1
88,10,Ilex aquifolium,88_10,y,1
88,12,Ilex aquifolium,88_12,y,1
88,15,Ilex aquifolium,88_15,y,1
88,16,Sambucus nigra,88_16,y,1
90,1,Corylus avellana,90_1,n,0
90,3,Corylus avellana,90_3,n,0
90,3,Ilex aquifolium,90_3,n,0
90,4,Corylus avellana,90_4,n,0
90,4,Ilex aquifolium,90_4,n,0
90,4,Picea sp,90_4,n,0
90,5,Ilex aquifolium,90_5,n,0
90,6,Corylus avellana,90_6,n,0
90,6,Ilex aquifolium,90_6,n,0
90,7,Corylus avellana,90_7,n,0
90,8,Corylus avellana,90_8,n,0
90,8,Ilex aquifolium,90_8,n,0
90,9,Corylus avellana,90_9,n,0
90,10,Corylus avellana,90_10,n,0
90,10,Ilex aquifolium,90_10,n,0
90,11,Ilex aquifolium,90_11,n,0
90,11,Chamaecyparis sp.,90_11,n,0
90,12,Ilex aquifolium,90_12,n,0
90,12,Chamaecyparis sp.,90_12,n,0
90,12,Corylus avellana,90_12,n,0
90,13,Corylus avellana,90_13,n,0
90,13,Ilex aquifolium,90_13,n,0
90,14,Corylus avellana,90_14,n,0
90,14,Ilex aquifolium,90_14,n,0
90,15,Corylus avellana,90_15,n,0
90,15,Ilex aquifolium,90_15,n,0
90,15,Crataegus monogyna,90_15,n,0
90,15,Malus sylvestris,90_15,n,0
91,1,Rhododendron ponticum,91_1,y,1
91,1,Pinus sylvestris,91_1,y,1
91,1,Thuja plicata,91_1,y,1
91,3,Thuja plicata,91_3,y,1
91,3,Pinus sylvestris,91_3,y,1
91,4,Rhododendron spp.,91_4,y,1
91,8,Rhododendron ponticum,91_8,y,1
91,9,Rhododendron ponticum,91_9,y,1
91,10,Rhododendron ponticum,91_10,y,1
91,10,Picea sitchensis,91_10,y,1
91,11,Corylus avellana,91_11,y,1
91,11,Rhododendron ponticum,91_11,y,1
91,12,Rhododendron ponticum,91_12,y,1
91,13,Pinus sylvestris,91_13,y,1
91,14,Rhododendron ponticum,91_14,y,1
91,16,Corylus avellana,91_16,y,1
91,16,Prunus avium,91_16,y,1
94,1,Ilex aquifolium,94_1,n,0
94,2,Crataegus monogyna,94_2,n,0
94,2,Ilex aquifolium,94_2,n,0
94,2,Prunus avium,94_2,n,0
94,3,Ilex aquifolium,94_3,n,0
94,3,Carpinus betulus,94_3,n,0
94,4,Ilex aquifolium,94_4,n,0
94,5,Ilex aquifolium,94_5,n,0
94,6,Ilex aquifolium,94_6,n,0
94,7,Ilex aquifolium,94_7,n,0
94,8,Larix sp.,94_8,n,0
94,11,Prunus avium,94_11,n,0
94,12,Prunus avium,94_12,n,0
94,15,Ilex aquifolium,94_15,n,0
94,16,Ilex aquifolium,94_16,n,0
99,1,Crataegus monogyna,99_1,y,1
99,1,Ilex aquifolium,99_1,y,1
99,1,Prunus avium,99_1,y,1
99,2,Ilex aquifolium,99_2,y,1
99,3,Ilex aquifolium,99_3,y,1
99,3,Aesculus hippocastanum,99_3,y,1
99,3,Ligustrum ovalifolium,99_3,y,1
99,3,Carpinus betulus,99_3,y,1
99,4,Ilex aquifolium,99_4,y,1
99,4,Carpinus betulus,99_4,y,1
99,5,Ilex aquifolium,99_5,y,1
99,5,Carpinus betulus,99_5,y,1
99,6,Corylus avellana,99_6,y,1
99,6,Ilex aquifolium,99_6,y,1
99,6,Prunus laurocerasus,99_6,y,1
99,7,Crataegus monogyna,99_7,y,1
99,7,Ilex aquifolium,99_7,y,1
99,8,Ilex aquifolium,99_8,y,1
99,8,Prunus avium,99_8,y,1
99,9,Crataegus monogyna,99_9,y,1
99,9,Ilex aquifolium,99_9,y,1
99,9,Carpinus betulus,99_9,y,1
99,11,Carpinus betulus,99_11,y,1
99,11,Ilex aquifolium,99_11,y,1
99,12,Ilex aquifolium,99_12,y,1
99,12,Carpinus betulus,99_12,y,1
99,15,Ilex aquifolium,99_15,y,1
99,15,Carpinus betulus,99_15,y,1
99,16,Ilex aquifolium,99_16,y,1
99,16,Prunus laurocerasus,99_16,y,1
99,16,Carpinus betulus,99_16,y,1
100,1,Ilex aquifolium,100_1,n,0
100,2,Prunus avium,100_2,n,0
100,4,Abies alba,100_4,n,0
100,5,Abies alba,100_5,n,0
100,6,Prunus avium,100_6,n,0
100,8,Crataegus monogyna,100_8,n,0
100,12,Ilex aquifolium,100_12,n,0
100,15,Ilex aquifolium,100_15,n,0
101,1,Ilex aquifolium,101_1,n,0
101,2,Corylus avellana,101_2,n,0
101,2,Ilex aquifolium,101_2,n,0
101,2,Pinus sylvestris,101_2,n,0
101,3,Corylus avellana,101_3,n,0
101,3,Ilex aquifolium,101_3,n,0
101,4,Corylus avellana,101_4,n,0
101,4,Crataegus monogyna,101_4,n,0
101,4,Ilex aquifolium,101_4,n,0
101,5,Corylus avellana,101_5,n,0
101,5,Ilex aquifolium,101_5,n,0
101,8,Corylus avellana,101_8,n,0
101,8,Ilex aquifolium,101_8,n,0
101,10,Corylus avellana,101_10,n,0
101,10,Ilex aquifolium,101_10,n,0
101,13,Crataegus monogyna,101_13,n,0
101,13,Ilex aquifolium,101_13,n,0
101,15,Frangula alnus,101_15,n,0
101,15,Ilex aquifolium,101_15,n,0
101,15,Castanea sativa,101_15,n,0
101,16,Crataegus monogyna,101_16,n,0
101,16,Ilex aquifolium,101_16,n,0
101,16,Rhododendron ponticum,101_16,n,0
102,1,Ilex aquifolium,102_1,n,0
102,2,Ilex aquifolium,102_2,n,0
102,3,Ilex aquifolium,102_3,n,0
102,11,Ilex aquifolium,102_11,n,0
102,11,Larix sp.,102_11,n,0
102,11,Castanea sativa,102_11,n,0
102,12,Ilex aquifolium,102_12,n,0
102,12,Larix sp.,102_12,n,0
102,13,Frangula alnus,102_13,n,0
102,13,Ilex aquifolium,102_13,n,0
102,13,Larix sp.,102_13,n,0
102,14,Ilex aquifolium,102_14,n,0
102,14,Pinus sylvestris,102_14,n,0
102,14,Larix sp.,102_14,n,0
102,15,Ilex aquifolium,102_15,n,0
102,16,Ilex aquifolium,102_16,n,0
2,1,Circaea lutetiana,2_1,y,1
2,1,Hedera helix (g),2_1,y,1
2,1,Rubus fruticosus agg.,2_1,y,1
2,1,Carex pendula,2_1,y,1
2,1,Carex sylvatica,2_1,y,1
2,1,Deschampsia cespitosa,2_1,y,1
2,1,Festuca gigantea,2_1,y,1
2,1,Lonicera periclymenum,2_1,y,1
2,1,Scrophularia nodosa,2_1,y,1
2,1,Arum maculatum,2_1,y,1
2,1,Galium odoratum,2_1,y,1
2,1,Juncus inflexus,2_1,y,1
2,1,Urtica dioica,2_1,y,1
2,1,Viola seedling/sp,2_1,y,1
2,1,Agrostis stolonifera,2_1,y,1
2,1,Atrichum undulatum,2_1,y,1
2,1,Lysimachia nemorum,2_1,y,1
2,5,Pteridium aquilinum,2_5,y,1
2,5,Rubus fruticosus agg.,2_5,y,1
2,5,Deschampsia flexuosa,2_5,y,1
2,5,Agrostis capillaris,2_5,y,1
2,5,Blechnum spicant,2_5,y,1
2,5,Carex remota,2_5,y,1
2,5,Hypnum cupressiforme sens.lat.,2_5,y,1
2,5,Polytrichum formosum,2_5,y,1
2,5,Teucrium scorodonia,2_5,y,1
2,6,Agrostis capillaris,2_6,y,1
2,6,Lonicera periclymenum,2_6,y,1
2,6,Rubus fruticosus agg.,2_6,y,1
2,6,Thuidium tamariscinum,2_6,y,1
2,6,Carex pendula,2_6,y,1
2,6,Agrostis stolonifera,2_6,y,1
2,6,Juncus inflexus,2_6,y,1
2,6,Dryopteris dilatata,2_6,y,1
2,6,Dryopteris filix-mas,2_6,y,1
2,6,Juncus effusus,2_6,y,1
2,6,Polytrichum formosum,2_6,y,1
2,6,Atrichum undulatum,2_6,y,1
2,6,Carex sylvatica,2_6,y,1
2,6,Circaea lutetiana,2_6,y,1
2,6,Deschampsia cespitosa,2_6,y,1
2,6,Digitalis purpurea,2_6,y,1
2,6,Lysimachia nemorum,2_6,y,1
2,6,Poa trivialis,2_6,y,1
2,6,Viola seedling/sp,2_6,y,1
2,7,Athyrium filix-femina,2_7,y,1
2,7,Carex pendula,2_7,y,1
2,7,Dryopteris filix-mas,2_7,y,1
2,7,Galium palustre,2_7,y,1
2,7,Geum urbanum,2_7,y,1
2,7,Hyacinthoides non-scripta,2_7,y,1
2,7,Lysimachia nemorum,2_7,y,1
2,7,Pellia sp.,2_7,y,1
2,7,Rubus fruticosus agg.,2_7,y,1
2,7,Scrophularia nodosa,2_7,y,1
2,7,Viola seedling/sp,2_7,y,1
2,7,Agrostis stolonifera,2_7,y,1
2,7,Atrichum undulatum,2_7,y,1
2,7,Circaea lutetiana,2_7,y,1
2,7,Hypericum androsaemum,2_7,y,1
2,7,Ribes nigrum,2_7,y,1
2,7,Ajuga reptans,2_7,y,1
2,7,Juncus articulatus,2_7,y,1
2,7,Prunella vulgaris,2_7,y,1
2,7,Ranunculus repens,2_7,y,1
2,7,Blechnum spicant,2_7,y,1
2,7,Carex sylvatica,2_7,y,1
2,7,Polytrichum formosum,2_7,y,1
2,7,Potentilla erecta,2_7,y,1
2,7,Taraxacum agg.,2_7,y,1
2,8,Leucobryum glaucum,2_8,y,1
2,8,Mnium hornum,2_8,y,1
2,8,Polytrichum formosum,2_8,y,1
2,10,Pteridium aquilinum,2_10,y,1
2,10,Rubus fruticosus agg.,2_10,y,1
2,10,Mnium hornum,2_10,y,1
2,11,Pteridium aquilinum,2_11,y,1
2,11,Rubus fruticosus agg.,2_11,y,1
2,11,Scrophularia nodosa,2_11,y,1
2,11,Agrostis capillaris,2_11,y,1
2,11,Circaea lutetiana,2_11,y,1
2,11,Geum urbanum,2_11,y,1
2,11,Hyacinthoides non-scripta,2_11,y,1
2,11,Juncus effusus,2_11,y,1
2,11,Mnium hornum,2_11,y,1
2,12,Agrostis capillaris,2_12,y,1
2,12,Geum urbanum,2_12,y,1
2,12,Juncus effusus,2_12,y,1
2,12,Holcus lanatus,2_12,y,1
2,12,Pteridium aquilinum,2_12,y,1
2,12,Rumex sanguineus,2_12,y,1
2,12,Agrostis stolonifera,2_12,y,1
2,12,Ranunculus repens,2_12,y,1
2,12,Carex pendula,2_12,y,1
2,12,Galium saxatile,2_12,y,1
2,12,Lysimachia nemorum,2_12,y,1
2,12,Ranunculus flammula,2_12,y,1
2,12,Rubus fruticosus agg.,2_12,y,1
2,12,Scrophularia nodosa,2_12,y,1
2,12,Spergularia rubra,2_12,y,1
2,12,Urtica dioica,2_12,y,1
2,12,Veronica serpyllifolia,2_12,y,1
2,13,Agrostis capillaris,2_13,y,1
2,13,Festuca rubra agg.,2_13,y,1
2,13,Potentilla erecta,2_13,y,1
2,13,Rumex acetosella,2_13,y,1
2,13,Holcus lanatus,2_13,y,1
2,13,Lotus corniculatus,2_13,y,1
2,13,Ranunculus acris,2_13,y,1
2,13,Rumex acetosa,2_13,y,1
2,13,Juncus effusus,2_13,y,1
2,14,Mnium hornum,2_14,y,1
2,14,Viola seedling/sp,2_14,y,1
2,16,Pteridium aquilinum,2_16,y,1
2,16,Rubus fruticosus agg.,2_16,y,1
2,16,Agrostis capillaris,2_16,y,1
2,16,Juncus effusus,2_16,y,1
2,16,Digitalis purpurea,2_16,y,1
2,16,Persicaria maculosa,2_16,y,1
2,16,Holcus lanatus,2_16,y,1
5,3,Hyacinthoides non-scripta,5_3,n,0
5,3,Milium effusum,5_3,n,0
5,3,Oxalis acetosella,5_3,n,0
5,3,Rubus fruticosus agg.,5_3,n,0
5,3,Dryopteris filix-mas,5_3,n,0
5,3,Stachys sylvatica,5_3,n,0
5,3,Thuidium tamariscinum,5_3,n,0
5,3,Euphorbia amygdaloides,5_3,n,0
5,3,Viola riviniana/reichenbiana,5_3,n,0
5,3,Brachypodium sylvaticum,5_3,n,0
5,3,Deschampsia cespitosa,5_3,n,0
5,3,Dryopteris dilatata,5_3,n,0
5,3,Lonicera periclymenum,5_3,n,0
5,3,Stellaria holostea,5_3,n,0
5,4,Dryopteris dilatata,5_4,n,0
5,4,Hyacinthoides non-scripta,5_4,n,0
5,4,Lonicera periclymenum,5_4,n,0
5,4,Milium effusum,5_4,n,0
5,4,Pteridium aquilinum,5_4,n,0
5,4,Rubus fruticosus agg.,5_4,n,0
5,4,Rubus idaeus,5_4,n,0
5,4,Thuidium tamariscinum,5_4,n,0
5,4,Oxalis acetosella,5_4,n,0
5,15,Dryopteris dilatata,5_15,n,0
5,15,Dryopteris filix-mas,5_15,n,0
5,15,Galium odoratum,5_15,n,0
5,15,Glechoma hederacea,5_15,n,0
5,15,Hypnum cupressiforme sens.lat.,5_15,n,0
5,15,Mercurialis perennis,5_15,n,0
5,15,Poa trivialis,5_15,n,0
5,15,Stachys sylvatica,5_15,n,0
5,15,Thuidium tamariscinum,5_15,n,0
5,15,Urtica dioica,5_15,n,0
5,15,Festuca gigantea,5_15,n,0
5,15,Rhytidiadelphus triquetrus,5_15,n,0
5,15,Rubus fruticosus agg.,5_15,n,0
5,15,Epilobium sp.,5_15,n,0
5,15,Geranium robertianum,5_15,n,0
5,15,Milium effusum,5_15,n,0
5,15,Rumex sanguineus,5_15,n,0
5,15,Ajuga reptans,5_15,n,0
5,15,Carex sylvatica,5_15,n,0
5,15,Deschampsia cespitosa,5_15,n,0
5,15,Hypericum hirsutum,5_15,n,0
5,15,Juncus effusus,5_15,n,0
5,15,Rubus idaeus,5_15,n,0
5,16,Pteridium aquilinum,5_16,n,0
5,16,Rubus fruticosus agg.,5_16,n,0
5,16,Thuidium tamariscinum,5_16,n,0
5,16,Lonicera periclymenum,5_16,n,0
5,16,Dryopteris dilatata,5_16,n,0
5,16,Milium effusum,5_16,n,0
5,16,Oxalis acetosella,5_16,n,0
6,1,Dryopteris dilatata,6_1,n,0
6,1,Hedera helix (g),6_1,n,0
6,1,Pteridium aquilinum,6_1,n,0
6,1,Athyrium filix-femina,6_1,n,0
6,1,Brachythecium rutabulum,6_1,n,0
6,1,Dryopteris filix-mas,6_1,n,0
6,1,Hyacinthoides non-scripta,6_1,n,0
6,1,Rubus fruticosus agg.,6_1,n,0
6,1,Anemone nemorosa,6_1,n,0
6,1,Lonicera periclymenum,6_1,n,0
6,1,Atrichum undulatum,6_1,n,0
6,1,Blechnum spicant,6_1,n,0
6,1,Circaea lutetiana,6_1,n,0
6,1,Mnium hornum,6_1,n,0
6,1,Veronica montana,6_1,n,0
6,1,Lysimachia nemorum,6_1,n,0
6,1,Polytrichum formosum,6_1,n,0
6,1,Thuidium tamariscinum,6_1,n,0
6,3,Anemone nemorosa,6_3,n,0
6,3,Arctium minus,6_3,n,0
6,3,Brachypodium sylvaticum,6_3,n,0
6,3,Galium aparine,6_3,n,0
6,3,Geranium robertianum,6_3,n,0
6,3,Hedera helix (g),6_3,n,0
6,3,Hyacinthoides non-scripta,6_3,n,0
6,3,Mercurialis perennis,6_3,n,0
6,3,Rubus fruticosus agg.,6_3,n,0
6,3,Veronica montana,6_3,n,0
6,3,Carex sylvatica,6_3,n,0
6,3,Circaea lutetiana,6_3,n,0
6,3,Dryopteris filix-mas,6_3,n,0
6,3,Geum urbanum,6_3,n,0
6,3,Lonicera periclymenum,6_3,n,0
6,3,Tamus communis,6_3,n,0
6,3,Veronica chamaedrys,6_3,n,0
6,3,Viola riviniana/reichenbiana,6_3,n,0
6,3,Dryopteris affinis,6_3,n,0
6,3,Dryopteris dilatata,6_3,n,0
6,3,Ajuga reptans,6_3,n,0
6,3,Athyrium filix-femina,6_3,n,0
6,3,Brachythecium rutabulum,6_3,n,0
6,3,Fragaria vesca,6_3,n,0
6,3,Pteridium aquilinum,6_3,n,0
6,3,Holcus lanatus,6_3,n,0
6,4,Anemone nemorosa,6_4,n,0
6,4,Brachypodium sylvaticum,6_4,n,0
6,4,Fragaria vesca,6_4,n,0
6,4,Geum urbanum,6_4,n,0
6,4,Lonicera periclymenum,6_4,n,0
6,4,Luzula pilosa,6_4,n,0
6,4,Ranunculus ficaria,6_4,n,0
6,4,Rhytidiadelphus triquetrus,6_4,n,0
6,4,Rubus fruticosus agg.,6_4,n,0
6,4,Thuidium tamariscinum,6_4,n,0
6,4,Veronica montana,6_4,n,0
6,4,Carex sylvatica,6_4,n,0
6,4,Circaea lutetiana,6_4,n,0
6,4,Fissidens taxifolius,6_4,n,0
6,4,Hyacinthoides non-scripta,6_4,n,0
6,4,Thamnobryum alopecurum,6_4,n,0
6,4,Veronica chamaedrys,6_4,n,0
6,4,Viola riviniana/reichenbiana,6_4,n,0
6,4,Dryopteris dilatata,6_4,n,0
6,4,Mnium hornum,6_4,n,0
6,4,Galium aparine,6_4,n,0
6,4,Geranium robertianum,6_4,n,0
6,4,Primula vulgaris,6_4,n,0
6,4,Athyrium filix-femina,6_4,n,0
6,4,Atrichum undulatum,6_4,n,0
6,4,Carex pendula,6_4,n,0
6,7,Atrichum undulatum,6_7,n,0
6,7,Hedera helix (g),6_7,n,0
6,7,Hyacinthoides non-scripta,6_7,n,0
6,7,Mnium hornum,6_7,n,0
6,7,Polytrichum formosum,6_7,n,0
6,7,Pteridium aquilinum,6_7,n,0
6,7,Thuidium tamariscinum,6_7,n,0
6,7,Athyrium filix-femina,6_7,n,0
6,7,Dryopteris dilatata,6_7,n,0
6,7,Lophocolea bidentata sens.lat.,6_7,n,0
6,7,Oxalis acetosella,6_7,n,0
6,7,Anemone nemorosa,6_7,n,0
6,7,Brachypodium sylvaticum,6_7,n,0
6,7,Brachythecium rutabulum,6_7,n,0
6,7,Cardamine flexuosa,6_7,n,0
6,7,Viola riviniana/reichenbiana,6_7,n,0
6,7,Carex remota,6_7,n,0
6,7,Poa trivialis,6_7,n,0
6,7,Veronica montana,6_7,n,0
6,9,Anemone nemorosa,6_9,n,0
6,9,Brachypodium sylvaticum,6_9,n,0
6,9,Carex pendula,6_9,n,0
6,9,Carex sylvatica,6_9,n,0
6,9,Deschampsia cespitosa,6_9,n,0
6,9,Dryopteris carthusiana,6_9,n,0
6,9,Dryopteris dilatata,6_9,n,0
6,9,Hedera helix (g),6_9,n,0
6,9,Lonicera periclymenum,6_9,n,0
6,9,Luzula pilosa,6_9,n,0
6,9,Polytrichum formosum,6_9,n,0
6,9,Rhytidiadelphus triquetrus,6_9,n,0
6,9,Rubus fruticosus agg.,6_9,n,0
6,9,Teucrium scorodonia,6_9,n,0
6,9,Veronica chamaedrys,6_9,n,0
6,9,Athyrium filix-femina,6_9,n,0
6,9,Fragaria vesca,6_9,n,0
6,9,Juncus effusus,6_9,n,0
6,9,Luzula multiflora,6_9,n,0
6,9,Poa trivialis,6_9,n,0
6,9,Rubus caesius,6_9,n,0
6,9,Thuidium tamariscinum,6_9,n,0
6,9,Ajuga reptans,6_9,n,0
6,9,Carex flacca,6_9,n,0
6,9,Carex pallescens,6_9,n,0
6,9,Dactylis glomerata,6_9,n,0
6,9,Dryopteris affinis,6_9,n,0
6,9,Holcus lanatus,6_9,n,0
6,9,Hyacinthoides non-scripta,6_9,n,0
6,9,Hypericum humifusum,6_9,n,0
6,9,Veronica montana,6_9,n,0
6,9,Veronica officinalis,6_9,n,0
6,9,Viola riviniana/reichenbiana,6_9,n,0
6,9,Potentilla erecta,6_9,n,0
6,9,Agrostis capillaris,6_9,n,0
6,9,Dryopteris filix-mas,6_9,n,0
6,9,Equisetum telmateia,6_9,n,0
6,9,Galium aparine,6_9,n,0
6,9,Rosa seedling/sp,6_9,n,0
6,10,Agrostis capillaris,6_10,n,0
6,10,Brachypodium sylvaticum,6_10,n,0
6,10,Deschampsia cespitosa,6_10,n,0
6,10,Hedera helix (g),6_10,n,0
6,10,Juncus effusus,6_10,n,0
6,10,Lonicera periclymenum,6_10,n,0
6,10,Pseudoscleropodium purum,6_10,n,0
6,10,Rhytidiadelphus triquetrus,6_10,n,0
6,10,Rubus fruticosus agg.,6_10,n,0
6,10,Thuidium tamariscinum,6_10,n,0
6,10,Viola riviniana/reichenbiana,6_10,n,0
6,10,Dryopteris dilatata,6_10,n,0
6,10,Poa trivialis,6_10,n,0
6,10,Ajuga reptans,6_10,n,0
6,10,Carex pendula,6_10,n,0
6,10,Galium palustre,6_10,n,0
6,10,Lysimachia nemorum,6_10,n,0
6,10,Athyrium filix-femina,6_10,n,0
6,10,Carex remota,6_10,n,0
6,10,Dryopteris carthusiana,6_10,n,0
6,10,Dryopteris filix-mas,6_10,n,0
6,10,Epilobium sp.,6_10,n,0
6,10,Lotus pedunculatus,6_10,n,0
6,10,Veronica officinalis,6_10,n,0
6,10,Agrostis canina sens.str.,6_10,n,0
6,10,Atrichum undulatum,6_10,n,0
6,10,Fragaria vesca,6_10,n,0
6,10,Holcus lanatus,6_10,n,0
6,10,Holcus mollis,6_10,n,0
6,10,Hypericum pulchrum,6_10,n,0
6,10,Juncus conglomeratus,6_10,n,0
